,counts,index_zmu,POP_TOT_ZMU,zmu,hr,nome_comun,quartiere,tripdistance_m,triptime_m,breaktime_m
0,0.98,1141,4089.0,1002037,10.0,Roma,La Giustiniana,5750,9,315
1,2.25,600,13336.0,1058115,12.0,Lariano,,6200,10,669
2,1.46,401,15111.0,1001612,9.0,Roma,Gianicolense,4595,11,16
3,1.41,268,3536.0,1001803,10.0,Roma,Aurelio,16060,22,5918
4,600.0,385,10.0,1001928,14.0,Roma,Trionfale,11750,24,303
5,5.86,20,1535.0,1000440,16.0,Roma,Monte Sacro Alto,4033,13,67
6,2.18,181,61346.0,1058079,7.0,Pomezia,,7464,11,741
7,2.11,33,4749.0,1002018,15.0,Roma,Prima Porta,14320,20,3013
8,2.27,305,2643.0,1001816,15.0,Roma,Aurelio,5400,14,50
9,3.75,551,8523.0,1058064,15.0,Monte porzio cato,,6284,14,147
10,0.7,551,8523.0,1058064,21.0,Monte porzio cato,,8950,11,229
11,3.46,481,4910.0,1002060,16.0,Roma,Prima Porta,2111,6,245
12,3.99,1312,1252.0,1001515,10.0,Roma,Portuense,1140,4,278
13,1.39,553,40898.0,1058065,18.0,Monterotondo,,5314,9,321
14,2.49,434,2011.0,1002013,14.0,Roma,La Giustiniana,6560,10,88
15,18.4,246,163.0,1001730,5.0,Roma,Della Vittoria,13833,45,755
16,1.98,268,3536.0,1001803,17.0,Roma,Aurelio,11771,24,371
17,2.27,305,2643.0,1001816,18.0,Roma,Aurelio,10866,21,2030
18,9.18,515,20924.0,1058034,6.0,Colleferro,,12380,15,813
19,1.92,45,18187.0,1058009,17.0,Ariccia,,5902,13,164
20,2.92,1036,2742.0,1000869,16.0,Roma,Borghesiana,2000,6,172
21,4.14,1190,5309.0,1001212,15.0,Roma,Torrino,5863,13,102
22,1.94,279,3100.0,1000734,5.0,Roma,Tor Sapienza,4366,10,362
23,4.19,558,1911.0,1058071,9.0,Nerola,,32400,29,2477
24,2.2,154,6371.0,1000842,10.0,Roma,Borghesiana,2957,8,13
25,1.39,1325,6495.0,1001603,5.0,Roma,Gianicolense,2311,13,452
26,2.52,71,3576.0,1058099,8.0,Sant'oreste,,65733,44,6582
27,2.29,1281,2181.0,1001328,15.0,Roma,Acilia Sud,3240,9,56
28,0.19,1032,5158.0,1000863,19.0,Roma,Borghesiana,9000,11,404
29,0.89,1012,5629.0,1001027,11.0,Roma,Tuscolano,7820,19,530
30,1.83,56,37244.0,1058029,12.0,Cerveteri,,6572,9,241
31,1.24,783,4044.0,1000306,13.0,Roma,Nomentano,6360,13,78
32,0.98,1319,10200.0,1001504,7.0,Roma,Portuense,4230,13,3093
33,0.98,1319,10200.0,1001504,11.0,Roma,Portuense,5510,17,234
34,1.7,1060,4119.0,1001626,11.0,Roma,Gianicolense,17914,19,437
35,1.96,1319,10200.0,1001504,14.0,Roma,Portuense,4160,11,115
36,23.56,1125,382.0,1001508,18.0,Roma,Portuense,3188,8,79
37,4.26,772,1173.0,1000267,11.0,Roma,Trieste,3280,10,160
38,1.46,1060,4119.0,1001626,18.0,Roma,Gianicolense,4216,13,55
39,0.49,1060,4119.0,1001626,6.0,Roma,Gianicolense,1000,5,348
40,2.92,524,15424.0,1058036,6.0,Fiano romano,,12486,16,332
41,3.82,598,1572.0,1001638,6.0,Roma,Gianicolense,3966,13,671
42,2.15,82,52937.0,1058111,8.0,Velletri,,7185,12,552
43,86.54,888,104.0,1000516,11.0,Roma,Tor Cervara,8011,13,274
44,7.13,1058,1684.0,1001202,6.0,Roma,Europa,9200,26,864
45,2.11,1155,1895.0,1001113,12.0,Roma,Ardeatino,1900,5,95
46,1.94,181,61346.0,1058079,11.0,Pomezia,,8397,12,277
47,2.58,318,4270.0,1001813,8.0,Roma,Casalotti,7945,12,266
48,1.64,331,13428.0,1001827,8.0,Roma,Casalotti,3968,12,413
49,1.34,331,13428.0,1001827,7.0,Roma,Casalotti,3322,7,366
50,3.51,79,3135.0,1058130,11.0,GROTTAFERRATA,,4600,10,180
51,2.33,210,1289.0,1000204,18.0,Roma,Pinciano,22833,18,9106
52,4.63,444,3890.0,1002028,8.0,Roma,Tor di Quinto,3144,8,335
53,2.24,118,2234.0,1000950,10.0,Roma,Appio-Latino,4640,10,44
54,1.06,743,943.0,1000233,5.0,Roma,Trieste,300,1,3
55,0.88,1319,10200.0,1001504,15.0,Roma,Portuense,6477,22,156
56,1.18,1319,10200.0,1001504,18.0,Roma,Portuense,13683,19,163
57,8.16,621,1594.0,1000249,9.0,Roma,Trieste,1776,7,255
58,10.81,677,555.0,1000217,8.0,Roma,Trieste,11316,16,3787
59,0.63,33,4749.0,1002018,8.0,Roma,Prima Porta,1733,2,9
60,12.38,515,20924.0,1058034,14.0,Colleferro,,14996,18,628
61,11.04,515,20924.0,1058034,15.0,Colleferro,,14341,17,661
62,2.42,411,3712.0,1001042,9.0,Roma,Torre Maura,4744,12,305
63,3.83,76,54366.0,1058104,10.0,Tivoli,,4594,9,216
64,1.11,215,1808.0,1000933,15.0,Roma,Appio-Latino,3400,12,281
65,2.36,983,2962.0,1000918,10.0,Roma,Appio-Latino,3514,15,46
66,8.92,910,673.0,1000542,12.0,Roma,San Basilio,26266,32,3728
67,2.82,1123,5664.0,1001122,15.0,Roma,Ardeatino,4818,13,112
68,7.23,523,553.0,1000263,16.0,Roma,Parioli,5025,14,496
69,2.19,1218,8694.0,1001226,7.0,Roma,Mezzocammino,5610,10,504
70,4.45,1182,3821.0,1001204,14.0,Roma,Europa,9458,17,456
71,9.56,650,732.0,1058083,12.0,Riofreddo,,53228,35,398
72,1.53,1019,4564.0,1000843,16.0,Roma,Borghesiana,6485,18,62
73,0.22,1019,4564.0,1000843,19.0,Roma,Borghesiana,800,1,14
74,1.75,1019,4564.0,1000843,13.0,Roma,Borghesiana,3912,8,142
75,2.82,1092,4262.0,1001036,13.0,Roma,Torrenova,11441,20,406
76,2.35,154,6371.0,1000842,15.0,Roma,Borghesiana,5940,18,117
77,2.12,1001,1891.0,1000825,15.0,Roma,Borghesiana,2625,9,74
78,1.59,1001,1891.0,1000825,17.0,Roma,Borghesiana,2366,8,10
79,1.48,1028,4736.0,1000855,16.0,Roma,Borghesiana,12257,30,78
80,3.44,1015,3782.0,1000841,16.0,Roma,Torre Angela,3861,11,56
81,3.28,980,10671.0,1000805,15.0,Roma,Torrenova,3542,9,126
82,1.85,1015,3782.0,1000841,18.0,Roma,Torre Angela,4542,8,32
83,2.51,154,6371.0,1000842,12.0,Roma,Borghesiana,12075,19,73
84,1.53,1019,4564.0,1000843,12.0,Roma,Borghesiana,5728,13,172
85,0.99,1004,2026.0,1000823,12.0,Roma,Borghesiana,4300,7,8
86,10.08,515,20924.0,1058034,9.0,Colleferro,,11441,12,662
87,5.78,10,15746.0,1058119,13.0,San cesareo,,7118,12,315
88,8.33,417,600.0,1002011,9.0,Roma,Grottarossa,12820,21,392
89,3.11,178,966.0,1001923,15.0,Roma,La Storta,4400,10,9
90,2.23,551,8523.0,1058064,14.0,Monte porzio cato,,3194,8,459
91,5.79,588,5010.0,1058128,9.0,FRASCATI,,8017,12,499
92,3.87,304,2325.0,1001809,15.0,Roma,Trionfale,2255,8,233
93,2.25,601,12444.0,1000705,6.0,Roma,Prenestino-Centocelle,3046,8,357
94,1.11,361,1797.0,1001903,10.0,Roma,Trionfale,1700,5,2022
95,1.22,363,2453.0,1001907,11.0,Roma,Trionfale,2600,8,219
96,1.93,362,4659.0,1001906,11.0,Roma,Trionfale,3933,9,149
97,2.28,332,2190.0,1001919,6.0,Roma,Della Vittoria,3440,11,647
98,3.22,362,4659.0,1001906,8.0,Roma,Trionfale,1766,6,656
99,5.46,747,2199.0,1000211,8.0,Roma,Trieste,11083,21,2871
100,4.42,365,5429.0,1001929,10.0,Roma,Trionfale,6054,12,205
101,4.72,362,4659.0,1001906,10.0,Roma,Trionfale,4463,12,1107
102,3.4,1075,2355.0,1001715,12.0,Roma,Prati,6437,16,174
103,6.51,240,2457.0,1001716,13.0,Roma,Prati,8262,18,732
104,3.0,362,4659.0,1001906,13.0,Roma,Trionfale,4642,11,76
105,29.57,1080,372.0,1001025,9.0,Roma,Aeroporto di Ciampino,4672,6,1089
106,3.37,974,5633.0,1000818,16.0,Roma,Torre Angela,5436,16,106
107,1.88,1201,4256.0,1001218,10.0,Roma,Fonte Ostiense,7087,13,204
108,2.0,713,3006.0,1000129,17.0,Roma,Esquilino,6616,21,380
109,2.29,1037,1308.0,1000909,11.0,Roma,Tuscolano,13366,35,622
110,1.73,1054,15597.0,1002022,15.0,Roma,Labaro,6785,15,104
111,3.34,22,87039.0,1058047,14.0,Guidonia montecel,,6638,13,167
112,1.45,579,4818.0,1058098,16.0,Sant'angelo roman,,7400,13,187
113,1.55,333,3221.0,1001830,7.0,Roma,Aurelio,1300,5,257
114,12.27,246,163.0,1001730,11.0,Roma,Della Vittoria,2350,8,103
115,2.55,1075,2355.0,1001715,10.0,Roma,Prati,2850,11,55
116,7.88,302,2283.0,1001807,9.0,Roma,Aurelio,7822,16,1400
117,3.5,365,5429.0,1001929,11.0,Roma,Trionfale,3184,11,193
118,2.0,609,13521.0,1058131,6.0,GROTTAFERRATA,,3974,9,383
119,4.76,529,3148.0,1058046,7.0,GROTTAFERRATA,,9200,13,1236
120,7.07,515,20924.0,1058034,17.0,Colleferro,,18353,16,556
121,2.44,515,20924.0,1058034,18.0,Colleferro,,15658,14,1106
122,1.55,609,13521.0,1058131,8.0,GROTTAFERRATA,,2976,8,195
123,1.91,529,3148.0,1058046,8.0,GROTTAFERRATA,,8416,12,16
124,2.59,609,13521.0,1058131,11.0,GROTTAFERRATA,,5040,10,111
125,1.91,529,3148.0,1058046,11.0,GROTTAFERRATA,,1533,5,264
126,10.47,515,20924.0,1058034,16.0,Colleferro,,17153,18,673
127,8.22,515,20924.0,1058034,11.0,Colleferro,,18766,18,566
128,1.5,980,10671.0,1000805,6.0,Roma,Torrenova,3918,8,935
129,0.68,818,1475.0,1000427,7.0,Roma,Castel Giubileo,21300,30,37
130,1.16,205,2576.0,1001628,10.0,Roma,Gianicolense,13533,15,524
131,1.46,39,3422.0,1058129,20.0,FRASCATI,,21260,18,331
132,5.82,205,2576.0,1001628,5.0,Roma,Gianicolense,26326,38,676
133,2.92,39,3422.0,1058129,22.0,FRASCATI,,26710,32,222
134,2.54,300,1970.0,1001808,7.0,Roma,Trionfale,13980,17,2112
135,2.93,56,37244.0,1058029,8.0,Cerveteri,,6613,10,192
136,3.84,56,37244.0,1058029,9.0,Cerveteri,,3885,6,212
137,2.54,300,1970.0,1001808,9.0,Roma,Trionfale,10160,11,289
138,13.95,1217,645.0,1001829,12.0,Roma,Casalotti,10533,15,56
139,2.01,1164,5966.0,1001119,12.0,Roma,Ardeatino,5791,10,123
140,2.44,1160,4914.0,1001116,12.0,Roma,Ardeatino,6300,16,2749
141,3.15,1320,2542.0,1000706,6.0,Roma,Alessandrino,5487,12,762
142,105.26,1262,19.0,1000718,7.0,Roma,Torre Spaccata,3200,9,1867
143,4.63,32,17912.0,1058114,7.0,Zagarolo,,3761,6,339
144,4.3,32,17912.0,1058114,8.0,Zagarolo,,3888,7,185
145,3.15,1320,2542.0,1000706,13.0,Roma,Alessandrino,8987,21,412
146,5.97,960,1842.0,1000723,14.0,Roma,Alessandrino,4745,9,60
147,4.75,32,17912.0,1058114,16.0,Zagarolo,,4783,10,88
148,0.94,154,6371.0,1000842,7.0,Roma,Borghesiana,6583,12,341
149,4.13,32,17912.0,1058114,14.0,Zagarolo,,4512,9,198
150,2.24,74,15206.0,1058110,12.0,Valmontone,,8926,14,514
151,3.67,530,5716.0,1058042,13.0,Genazzano,,4509,8,138
152,2.36,82,52937.0,1058111,6.0,Velletri,,7310,12,940
153,2.1,600,13336.0,1058115,11.0,Lariano,,3296,6,135
154,2.25,51,13762.0,1058011,12.0,Artena,,8232,13,652
155,1.89,51,13762.0,1058011,13.0,Artena,,5761,9,136
156,2.56,74,15206.0,1058110,13.0,Valmontone,,10220,14,1025
157,7.17,530,5716.0,1058042,14.0,Genazzano,,4136,7,181
158,5.6,530,5716.0,1058042,16.0,Genazzano,,5700,9,112
159,2.8,530,5716.0,1058042,17.0,Genazzano,,6337,10,70
160,7.7,530,5716.0,1058042,6.0,Genazzano,,2893,6,339
161,4.2,530,5716.0,1058042,7.0,Genazzano,,2704,5,187
162,5.07,530,5716.0,1058042,15.0,Genazzano,,4389,8,131
163,2.06,508,10693.0,1058026,15.0,Cave,,6913,13,422
164,1.4,77,48715.0,1058117,6.0,Ardea,,11744,15,659
165,1.49,368,3362.0,1001910,13.0,Roma,Primavalle,13380,19,159
166,2.78,400,1796.0,1001945,16.0,Roma,Trionfale,4580,16,539
167,0.82,2,4901.0,1001941,13.0,Roma,La Storta,13625,24,59
168,1.4,77,48715.0,1058117,13.0,Ardea,,18195,21,259
169,2.01,77,48715.0,1058117,14.0,Ardea,,13894,19,257
170,2.55,77,48715.0,1058117,15.0,Ardea,,13668,18,276
171,190.48,252,21.0,1000475,6.0,Roma,Castel Giubileo,23175,24,300
172,15.46,843,194.0,1000453,8.0,Roma,Val Melaina,3166,6,360
173,2.13,831,4691.0,1000474,8.0,Roma,Monte Sacro,2620,8,552
174,1.46,802,1373.0,1000411,9.0,Roma,Castel Giubileo,6600,15,112
175,1.46,848,4109.0,1000466,7.0,Roma,Castel Giubileo,1816,4,337
176,1.3,822,6161.0,1000441,7.0,Roma,Castel Giubileo,3137,7,204
177,142.86,252,21.0,1000475,7.0,Roma,Castel Giubileo,10766,12,270
178,1.61,279,3100.0,1000734,16.0,Roma,Tor Sapienza,10720,29,174
179,2.18,802,1373.0,1000411,6.0,Roma,Castel Giubileo,21066,26,471
180,2.82,801,1416.0,1000448,11.0,Roma,Monte Sacro,4275,8,127
181,30.93,843,194.0,1000453,13.0,Roma,Val Melaina,5733,13,255
182,95.24,252,21.0,1000475,13.0,Roma,Castel Giubileo,11050,13,4
183,2.73,650,732.0,1058083,20.0,Riofreddo,,48350,37,2102
184,1.97,42,10644.0,1058018,16.0,Capena,,13342,21,444
185,2.59,69,21995.0,1058074,18.0,Palestrina,,5614,8,371
186,230.77,778,26.0,1000330,4.0,Roma,Tiburtino,10133,23,1516
187,3.88,643,1545.0,1000617,6.0,Roma,Prenestino-Labicano,2416,8,448
188,102.56,763,39.0,1000333,8.0,Roma,Tiburtino,3525,13,649
189,8.04,1133,1865.0,1001606,14.0,Roma,Gianicolense,5726,14,494
190,2.54,598,1572.0,1001638,7.0,Roma,Gianicolense,4250,12,251
191,0.91,1321,1094.0,1001545,8.0,Roma,Portuense,1500,5,11
192,3.66,612,6003.0,1001519,8.0,Roma,Gianicolense,2650,7,268
193,0.83,612,6003.0,1001519,10.0,Roma,Gianicolense,4440,11,76
194,3.66,1321,1094.0,1001545,13.0,Roma,Portuense,6050,9,70
195,0.67,612,6003.0,1001519,14.0,Roma,Gianicolense,9675,23,66
196,4.36,313,1606.0,1001949,14.0,Roma,Primavalle,9885,20,387
197,1.46,262,2061.0,1000437,17.0,Roma,Monte Sacro Alto,7333,15,69
198,35.71,762,84.0,1000238,5.0,Roma,Parioli,7133,19,1217
199,4.77,851,2097.0,1000469,15.0,Roma,Casal Boccone,5020,21,153
200,14.53,1186,1239.0,1001206,6.0,Roma,Europa,7888,15,670
201,4.29,382,3263.0,1001526,15.0,Roma,Portuense,2735,8,403
202,5.82,382,3263.0,1001526,16.0,Roma,Portuense,6794,14,283
203,7.45,1206,2014.0,1001220,13.0,Roma,Giuliano-Dalmata,6340,13,257
204,2.47,1326,4055.0,1001259,14.0,Roma,Vallerano,8870,15,616
205,2.15,382,3263.0,1001526,17.0,Roma,Portuense,3514,8,49
206,1.88,221,6398.0,1000603,17.0,Roma,Prenestino-Labicano,10683,18,203
207,0.74,901,1351.0,1000627,18.0,Roma,Prenestino-Labicano,1200,5,2
208,3.11,970,5469.0,1000802,9.0,Roma,Don Bosco,3358,9,181
209,1.48,901,1351.0,1000627,10.0,Roma,Prenestino-Labicano,5500,14,125
210,5.1,865,1372.0,1000491,6.0,Roma,Casal Boccone,5514,14,1283
211,0.54,808,3684.0,1000419,10.0,Roma,Casal Boccone,21000,25,67
212,0.42,438,2391.0,1000449,12.0,Roma,Monte Sacro,4100,14,91
213,1.5,659,2004.0,1000484,13.0,Roma,Monte Sacro,3433,12,19
214,2.44,808,3684.0,1000419,17.0,Roma,Casal Boccone,5311,10,79
215,0.85,831,4691.0,1000474,6.0,Roma,Monte Sacro,3500,11,201
216,11.49,525,348.0,1000438,11.0,Roma,Monte Sacro Alto,5750,12,113
217,2.93,816,3074.0,1000420,12.0,Roma,Casal Boccone,2855,9,77
218,2.42,804,4950.0,1000407,13.0,Roma,Monte Sacro Alto,1566,5,89
219,2.73,853,1831.0,1000493,13.0,Roma,Monte Sacro,8520,26,257
220,2.25,854,1331.0,1000483,16.0,Roma,Casal Boccone,3166,10,246
221,3.41,789,2346.0,1000409,16.0,Roma,Monte Sacro Alto,2887,13,35
222,2.84,893,4938.0,1000526,17.0,Roma,Ponte Mammolo,2735,11,60
223,3.0,911,2335.0,1000543,17.0,Roma,Pietralata,6328,18,656
224,0.75,1066,1336.0,1001015,18.0,Roma,Appio-Pignatelli,9600,26,37
225,0.86,911,2335.0,1000543,22.0,Roma,Pietralata,51100,53,312
226,2.6,816,3074.0,1000420,13.0,Roma,Casal Boccone,6937,20,492
227,2.6,816,3074.0,1000420,14.0,Roma,Casal Boccone,8837,16,81
228,0.73,418,2749.0,1000277,16.0,Roma,Trieste,7850,28,318
229,1.37,805,5097.0,1000532,17.0,Roma,Collatino,2914,10,74
230,0.36,418,2749.0,1000277,22.0,Roma,Trieste,8400,23,276
231,1.07,337,2799.0,1001835,5.0,Roma,Aurelio,5433,29,838
232,1.26,197,11876.0,1001618,6.0,Roma,Castel di Guido,6393,9,130
233,2.59,181,61346.0,1058079,6.0,Pomezia,,10661,17,632
234,2.12,181,61346.0,1058079,8.0,Pomezia,,7150,11,693
235,6.2,1217,645.0,1001829,14.0,Roma,Casalotti,13025,17,124
236,2.2,181,61346.0,1058079,14.0,Pomezia,,7204,12,219
237,2.27,197,11876.0,1001618,15.0,Roma,Castel di Guido,7451,12,141
238,7.75,1217,645.0,1001829,15.0,Roma,Casalotti,8580,10,77
239,17.05,1217,645.0,1001829,6.0,Roma,Casalotti,12100,17,442
240,4.65,1280,1504.0,1001704,4.0,Roma,Prati,9857,23,502
241,1.35,422,7415.0,1001954,14.0,Roma,Casalotti,12660,25,292
242,2.16,338,3241.0,1001836,15.0,Roma,Primavalle,7257,21,205
243,2.01,460,3487.0,1002051,15.0,Roma,Tomba di Nerone,11357,19,839
244,2.44,738,4516.0,1000203,18.0,Roma,Pinciano,5227,13,165
245,8.15,312,981.0,1000273,15.0,Roma,Parioli,5812,11,421
246,3.76,402,1594.0,1002050,15.0,Roma,Tor di Quinto,7333,22,194
247,2.66,738,4516.0,1000203,17.0,Roma,Pinciano,7141,17,288
248,1.21,124,13219.0,1058050,18.0,Lanuvio,,10281,12,468
249,2.87,124,13219.0,1058050,12.0,Lanuvio,,6634,10,198
250,1.49,82,52937.0,1058111,13.0,Velletri,,5318,9,179
251,2.5,124,13219.0,1058050,14.0,Lanuvio,,9366,12,474
252,2.76,82,52937.0,1058111,16.0,Velletri,,5141,10,313
253,0.83,124,13219.0,1058050,21.0,Lanuvio,,11554,14,193
254,3.15,251,5080.0,1000428,5.0,Roma,Marcigliana,10556,15,484
255,4.05,1255,1234.0,1001703,15.0,Roma,Prati,5780,17,217
256,1.11,1121,3606.0,1000486,17.0,Roma,Monte Sacro,7500,24,95
257,4.48,85,892.0,1000259,15.0,Roma,Trieste,3150,8,149
258,2.44,484,410.0,1000107,16.0,Roma,Trevi,4100,22,59
259,1.66,1121,3606.0,1000486,14.0,Roma,Monte Sacro,13616,33,279
260,3.15,530,5716.0,1058042,8.0,Genazzano,,5283,9,671
261,4.55,530,5716.0,1058042,10.0,Genazzano,,3796,7,265
262,4.72,530,5716.0,1058042,9.0,Genazzano,,4851,6,614
263,3.32,530,5716.0,1058042,11.0,Genazzano,,6931,11,239
264,0.42,33,4749.0,1002018,11.0,Roma,Prima Porta,1900,5,516
265,2.24,481,4910.0,1002060,14.0,Roma,Prima Porta,5472,13,185
266,3.67,481,4910.0,1002060,15.0,Roma,Prima Porta,4455,10,304
267,6.12,231,490.0,1002021,15.0,Roma,Prima Porta,13566,44,175
268,0.68,468,5863.0,1002052,18.0,Roma,Tomba di Nerone,11100,18,183
269,0.42,33,4749.0,1002018,21.0,Roma,Prima Porta,18950,28,75
270,1.35,665,7401.0,1058093,9.0,Sacrofano,,12730,16,606
271,3.46,481,4910.0,1002060,13.0,Roma,Prima Porta,11300,15,140
272,0.96,50,10393.0,1058081,13.0,Riano,,11900,18,268
273,1.9,33,4749.0,1002018,14.0,Roma,Prima Porta,4677,8,120
274,0.75,8,3978.0,1002040,18.0,Roma,Prima Porta,9133,15,100
275,0.21,33,4749.0,1002018,18.0,Roma,Prima Porta,7000,16,2
276,0.68,665,7401.0,1058093,8.0,Sacrofano,,9860,16,1749
277,2.53,33,4749.0,1002018,9.0,Roma,Prima Porta,7600,13,143
278,1.76,665,7401.0,1058093,15.0,Sacrofano,,5392,8,232
279,1.76,8,3978.0,1002040,15.0,Roma,Prima Porta,3285,6,158
280,2.72,42,10644.0,1058018,9.0,Capena,,7813,10,364
281,1.55,520,5171.0,1058063,9.0,Montelibretti,,9887,12,583
282,4500.0,452,2.0,1002056,6.0,Roma,Grottarossa,13133,20,3628
283,2.17,251,5080.0,1000428,14.0,Roma,Marcigliana,8609,12,273
284,3.48,1025,3732.0,1000943,15.0,Roma,Tuscolano,10438,24,251
285,8.77,706,228.0,1000120,21.0,Roma,Ripa,4200,13,484
286,0.06,524,15424.0,1058036,21.0,Fiano romano,,43700,66,7
287,1.58,985,3155.0,1000828,13.0,Roma,Don Bosco,3740,11,4057
288,3.18,747,2199.0,1000211,15.0,Roma,Trieste,18342,33,579
289,4.3,1188,2094.0,1001211,4.0,Roma,Torrino,15444,32,699
290,4.49,298,2452.0,1002054,14.0,Roma,Tor di Quinto,8336,20,208
291,0.68,134,2933.0,1000624,19.0,Roma,Collatino,11800,23,139
292,1.36,134,2933.0,1000624,12.0,Roma,Collatino,11500,35,211
293,9.79,273,1839.0,1000701,13.0,Roma,Collatino,3844,11,374
294,1.53,556,1956.0,1000400,6.0,Roma,Monte Sacro,1066,5,311
295,2.06,838,5816.0,1000444,6.0,Roma,Castel Giubileo,3683,9,460
296,4.92,853,1831.0,1000493,12.0,Roma,Monte Sacro,7488,17,463
297,5.77,1314,1213.0,1000477,15.0,Roma,Monte Sacro,6271,11,94
298,0.83,1121,3606.0,1000486,16.0,Roma,Monte Sacro,3633,15,521
299,1.28,132,3125.0,1000472,15.0,Roma,Monte Sacro,3050,16,536
300,1.09,853,1831.0,1000493,16.0,Roma,Monte Sacro,1100,4,11
301,2.78,860,2876.0,1000476,6.0,Roma,Tor San Giovanni,4775,10,756
302,3.43,1205,2042.0,1000471,10.0,Roma,Monte Sacro,5857,16,67
303,0.86,137,1163.0,1000488,12.0,Roma,Monte Sacro,1800,7,62
304,1.48,1028,4736.0,1000855,6.0,Roma,Borghesiana,4300,9,121
305,1.48,87,6082.0,1000824,7.0,Roma,Borghesiana,2788,7,290
306,5.72,1189,2624.0,1001719,10.0,Roma,Della Vittoria,8080,15,269
307,6.97,89,287.0,1000335,12.0,Roma,Nomentano,5350,12,20
308,3.99,551,8523.0,1058064,16.0,Monte porzio cato,,8188,16,107
309,2.98,789,2346.0,1000409,17.0,Roma,Monte Sacro Alto,7542,17,122
310,0.66,87,6082.0,1000824,5.0,Roma,Borghesiana,3975,9,579
311,3.78,526,13770.0,1058039,11.0,FRASCATI,,4696,11,166
312,0.49,87,6082.0,1000824,12.0,Roma,Borghesiana,6866,13,186
313,4.98,200,1004.0,1001742,16.0,Roma,Della Vittoria,11960,16,26
314,3.32,1280,1504.0,1001704,18.0,Roma,Prati,4100,14,2133
315,0.35,551,8523.0,1058064,20.0,Monte porzio cato,,5800,7,127
316,1.69,1028,4736.0,1000855,7.0,Roma,Borghesiana,3862,8,291
317,0.49,87,6082.0,1000824,8.0,Roma,Borghesiana,2000,5,12
318,0.97,1032,5158.0,1000863,11.0,Roma,Borghesiana,4340,8,146
319,1.19,946,4211.0,1000867,11.0,Roma,Borghesiana,10400,15,86
320,2.58,551,8523.0,1058064,11.0,Monte porzio cato,,5909,10,107
321,1.64,87,6082.0,1000824,13.0,Roma,Borghesiana,7710,16,542
322,2.11,526,13770.0,1058039,15.0,FRASCATI,,4341,10,263
323,14.44,637,277.0,1000160,7.0,Roma,Colonna,2325,10,635
324,5.98,174,502.0,1000184,9.0,Roma,Campo Marzio,333,2,523
325,2.1,690,1431.0,1000111,12.0,Roma,Colonna,27366,31,1516
326,1.99,174,502.0,1000184,12.0,Roma,Campo Marzio,300,2,7
327,4.44,355,225.0,1000195,14.0,Roma,Trevi,600,3,114
328,0.88,392,6838.0,1001933,9.0,Roma,Primavalle,3650,10,697
329,3.04,358,8216.0,1001901,10.0,Roma,Trionfale,2828,9,164
330,6.66,1326,4055.0,1001259,7.0,Roma,Vallerano,8462,13,1610
331,6.02,1182,3821.0,1001204,8.0,Roma,Europa,5891,13,322
332,12.89,1188,2094.0,1001211,8.0,Roma,Torrino,7270,13,493
333,6.02,1182,3821.0,1001204,10.0,Roma,Europa,7160,15,289
334,0.38,872,5212.0,1000503,3.0,Roma,Collatino,10400,11,1033
335,2.49,872,5212.0,1000503,13.0,Roma,Collatino,8153,20,860
336,2.41,849,2079.0,1000556,14.0,Roma,Pietralata,6300,12,520
337,3.86,963,5178.0,1000725,15.0,Roma,Tor Sapienza,5005,14,78
338,0.57,909,5272.0,1000540,4.0,Roma,Tor Sapienza,2200,5,713
339,3.52,879,6256.0,1000511,8.0,Roma,Tor Cervara,4404,10,467
340,1.33,909,5272.0,1000540,12.0,Roma,Tor Sapienza,11100,22,160
341,1.74,963,5178.0,1000725,14.0,Roma,Tor Sapienza,5700,20,84
342,2.3,872,5212.0,1000503,14.0,Roma,Collatino,8408,18,2685
343,1.57,208,7014.0,1000816,14.0,Roma,Torre Angela,9245,17,137
344,2.11,872,5212.0,1000503,15.0,Roma,Collatino,10736,26,109
345,2.51,963,5178.0,1000725,16.0,Roma,Tor Sapienza,7730,13,2325
346,1.9,909,5272.0,1000540,10.0,Roma,Tor Sapienza,7480,15,158
347,1.33,909,5272.0,1000540,11.0,Roma,Tor Sapienza,2300,6,66
348,2.72,879,6256.0,1000511,13.0,Roma,Tor Cervara,6723,13,324
349,250.0,1214,72.0,1001224,6.0,Roma,Giuliano-Dalmata,13133,26,870
350,4.43,462,677.0,1002045,15.0,Roma,Labaro,31266,35,495
351,1.04,1049,4794.0,1001736,7.0,Roma,Trionfale,13820,19,1552
352,1.67,1049,4794.0,1001736,8.0,Roma,Trionfale,7937,19,186
353,3.43,911,2335.0,1000543,6.0,Roma,Pietralata,3062,11,453
354,1.96,805,5097.0,1000532,6.0,Roma,Collatino,7860,14,915
355,1.57,805,5097.0,1000532,7.0,Roma,Collatino,1950,8,177
356,1.95,125,2566.0,1000322,7.0,Roma,Tiburtino,9880,22,625
357,2.34,914,1713.0,1000557,18.0,Roma,Pietralata,2500,9,1210
358,4.09,914,1713.0,1000557,6.0,Roma,Pietralata,3428,14,729
359,1.08,880,3717.0,1000519,7.0,Roma,Pietralata,4725,14,655
360,2.92,151,1370.0,1000319,7.0,Roma,Nomentano,2975,12,6
361,2.73,125,2566.0,1000322,8.0,Roma,Tiburtino,6642,14,150
362,0.81,880,3717.0,1000519,9.0,Roma,Pietralata,3466,11,108
