,counts,index_zmu,POP_TOT_ZMU,zmu,hr,day,nome_comun,quartiere,tripdistance_m,triptime_m,breaktime_m
1251,1.49,1244,4040.0,1001266,15.0,2022-10-20,Roma,Torrino,5350.0,17.0,225.0
1252,2.49,1238,4415.0,1001253,16.0,2022-10-20,Roma,Torrino,6345.0,10.0,191.0
1253,0.66,1149,3040.0,1001255,16.0,2022-10-20,Roma,Torrino,6850.0,13.0,229.0
1254,0.66,1149,3040.0,1001255,18.0,2022-10-20,Roma,Torrino,2800.0,5.0,141.0
1255,0.71,182,7054.0,1000858,15.0,2022-10-20,Roma,Lunghezza,6300.0,15.0,149.0
1256,2.27,752,2198.0,1000223,11.0,2022-10-20,Roma,Pinciano,3420.0,12.0,75.0
1257,0.91,752,2198.0,1000223,12.0,2022-10-20,Roma,Pinciano,6100.0,18.0,16.0
1258,11.83,451,169.0,1002033,12.0,2022-10-20,Roma,Tor di Quinto,3950.0,10.0,23.0
1259,0.75,544,1328.0,1000232,4.0,2022-10-20,Roma,Pinciano,37500.0,96.0,504.0
1260,0.77,738,3881.0,1000203,6.0,2022-10-20,Roma,Pinciano,1833.0,7.0,21.0
1261,0.94,154,4265.0,1000842,13.0,2022-10-20,Roma,Borghesiana,24500.0,31.0,683.0
1262,26.77,1167,523.0,1001203,5.0,2022-10-20,Roma,Europa,21435.0,36.0,805.0
1263,0.71,553,39324.0,1058065,14.0,2022-10-20,Monterotondo,,7385.0,13.0,431.0
1264,214.29,0,14.0,1001236,5.0,2022-10-20,Roma,Castel Porziano,19033.0,27.0,509.0
1265,1.63,1242,612.0,1001258,18.0,2022-10-20,Roma,Vallerano,18400.0,19.0,134.0
1266,0.93,551,8584.0,1058064,12.0,2022-10-20,Monte porzio cato,,5175.0,10.0,958.0
1267,0.61,399,8143.0,1001935,7.0,2022-10-20,Roma,Ottavia,1980.0,4.0,340.0
1268,2.95,434,1354.0,1002013,8.0,2022-10-20,Roma,La Giustiniana,5000.0,6.0,29.0
1269,1.31,109,5336.0,1002038,8.0,2022-10-20,Roma,Isola Farnese,2600.0,7.0,143.0
1270,0.34,406,5845.0,1001938,9.0,2022-10-20,Roma,Ottavia,8050.0,13.0,62.0
1271,0.79,526,11345.0,1058039,8.0,2022-10-20,FRASCATI,,5711.0,12.0,509.0
1272,0.7,551,8584.0,1058064,8.0,2022-10-20,Monte porzio cato,,3450.0,7.0,82.0
1273,0.47,551,8584.0,1058064,9.0,2022-10-20,Monte porzio cato,,500.0,1.0,10.0
1274,0.35,551,8584.0,1058064,10.0,2022-10-20,Monte porzio cato,,8200.0,13.0,51.0
1275,1.16,551,8584.0,1058064,14.0,2022-10-20,Monte porzio cato,,5190.0,11.0,124.0
1276,1.28,551,8584.0,1058064,16.0,2022-10-20,Monte porzio cato,,4354.0,10.0,73.0
1277,0.23,551,8584.0,1058064,17.0,2022-10-20,Monte porzio cato,,15850.0,23.0,290.0
1278,0.08,505,12262.0,1058127,3.0,2022-10-20,Ciampino,,9300.0,12.0,1.0
1279,0.11,45,18389.0,1058009,3.0,2022-10-20,Ariccia,,2500.0,4.0,2.0
1280,0.78,620,6445.0,1001048,7.0,2022-10-20,Roma,Torre Maura,5420.0,12.0,552.0
1281,0.25,601,12068.0,1000705,8.0,2022-10-20,Roma,Prenestino-Centocelle,3566.0,8.0,294.0
1282,0.99,603,2025.0,1058118,10.0,2022-10-20,Ciampino,,8750.0,15.0,59.0
1283,0.7,663,8600.0,1058022,12.0,2022-10-20,Castel gandolfo,,5916.0,12.0,716.0
1284,0.61,477,4905.0,1002058,7.0,2022-10-20,Roma,La Storta,2700.0,6.0,13.0
1285,2.87,23,698.0,1002039,7.0,2022-10-20,Roma,La Storta,1050.0,3.0,425.0
1286,5.73,23,698.0,1002039,6.0,2022-10-20,Roma,La Storta,1925.0,5.0,179.0
1287,0.74,1244,4040.0,1001266,8.0,2022-10-20,Roma,Torrino,12466.0,14.0,35.0
1288,1.6,1206,2507.0,1001220,9.0,2022-10-20,Roma,Giuliano-Dalmata,11850.0,20.0,3.0
1289,0.84,606,8286.0,1058123,10.0,2022-10-20,Ciampino,,7342.0,13.0,384.0
1290,0.44,604,11284.0,1058125,11.0,2022-10-20,Ciampino,,2760.0,6.0,119.0
1291,2.66,487,4141.0,1001413,14.0,2022-10-20,Fiumicino,,18654.0,23.0,285.0
1292,0.19,1303,5349.0,1001630,20.0,2022-10-20,Roma,Gianicolense,27900.0,27.0,286.0
1293,0.37,1303,5349.0,1001630,21.0,2022-10-20,Roma,Gianicolense,600.0,3.0,93.0
1294,0.83,56,35129.0,1058029,6.0,2022-10-20,Cerveteri,,4179.0,7.0,341.0
1295,0.91,56,35129.0,1058029,11.0,2022-10-20,Cerveteri,,5734.0,8.0,140.0
1296,0.91,56,35129.0,1058029,13.0,2022-10-20,Cerveteri,,8184.0,11.0,185.0
1297,1.22,56,35129.0,1058029,14.0,2022-10-20,Cerveteri,,4634.0,7.0,145.0
1298,2.06,651,485.0,1001019,0.0,2022-10-20,Roma,Torre Maura,24700.0,20.0,793.0
1299,0.21,1088,4870.0,1001034,0.0,2022-10-20,Roma,Torrenova,1400.0,4.0,3.0
1300,0.87,608,3447.0,1058124,11.0,2022-10-20,Ciampino,,4633.0,12.0,47.0
1301,1.23,1088,4870.0,1001034,16.0,2022-10-20,Roma,Torrenova,6950.0,20.0,154.0
1302,2.28,10,12734.0,1058119,5.0,2022-10-20,San cesareo,,7465.0,11.0,453.0
1303,0.54,1224,5541.0,1001231,6.0,2022-10-20,Roma,Castel di Leva,10966.0,15.0,127.0
1304,2.19,1092,3654.0,1001036,15.0,2022-10-20,Roma,Torrenova,19837.0,35.0,385.0
1305,0.55,10,12734.0,1058119,19.0,2022-10-20,San cesareo,,8485.0,10.0,66.0
1306,0.4,753,2502.0,1000224,7.0,2022-10-20,Roma,Pinciano,2200.0,6.0,3.0
1307,2.05,1280,1466.0,1001704,17.0,2022-10-20,Roma,Prati,14566.0,25.0,310.0
1308,0.17,1152,6036.0,1001108,22.0,2022-10-20,Roma,Ostiense,2400.0,7.0,213.0
1309,0.4,753,2502.0,1000224,23.0,2022-10-20,Roma,Pinciano,9800.0,20.0,52.0
1310,1.05,1151,4766.0,1001111,7.0,2022-10-20,Roma,Ostiense,8620.0,18.0,299.0
1311,1.08,883,1845.0,1000637,16.0,2022-10-20,Roma,Prenestino-Labicano,5150.0,23.0,480.0
1312,2.04,1018,1470.0,1000848,8.0,2022-10-20,Roma,Acqua Vergine,3800.0,10.0,1117.0
1313,0.3,1027,3300.0,1000861,8.0,2022-10-20,Roma,Torre Angela,2800.0,11.0,0.0
1314,0.94,154,4265.0,1000842,9.0,2022-10-20,Roma,Borghesiana,1950.0,4.0,67.0
1315,0.99,177,5039.0,1000813,10.0,2022-10-20,Roma,Lunghezza,2260.0,4.0,292.0
1316,1.41,154,4265.0,1000842,10.0,2022-10-20,Roma,Borghesiana,3400.0,7.0,10.0
1317,0.95,547,6324.0,1058056,16.0,2022-10-20,Marcellina,,4000.0,8.0,29.0
1318,0.16,547,6324.0,1058056,18.0,2022-10-20,Marcellina,,900.0,3.0,83.0
1319,6.08,1086,329.0,1001033,6.0,2022-10-20,Roma,Torre Maura,1100.0,4.0,1441.0
1320,2.2,1164,5452.0,1001119,6.0,2022-10-20,Roma,Ardeatino,9966.0,27.0,344.0
1321,0.78,620,6445.0,1001048,14.0,2022-10-20,Roma,Torre Maura,9700.0,25.0,250.0
1322,0.65,52,18593.0,1058013,18.0,2022-10-20,Bracciano,,5575.0,7.0,199.0
1323,0.22,1319,8901.0,1001504,7.0,2022-10-20,Roma,Portuense,2750.0,13.0,630.0
1324,0.84,1325,5983.0,1001603,9.0,2022-10-20,Roma,Gianicolense,2740.0,10.0,2065.0
1325,0.57,480,1746.0,1058002,3.0,2022-10-20,Agosta,,4300.0,9.0,1438.0
1326,1.1,72,9082.0,1058103,15.0,2022-10-20,Subiaco,,2580.0,7.0,238.0
1327,5.59,493,358.0,1058017,15.0,2022-10-20,Canterano,,6950.0,12.0,44.0
1328,0.51,57,51181.0,1058032,11.0,2022-10-20,Civitavecchia,,2153.0,5.0,161.0
1329,0.72,57,51181.0,1058032,12.0,2022-10-20,Civitavecchia,,7732.0,8.0,97.0
1330,4.9,335,612.0,1000248,14.0,2022-10-20,Roma,Pinciano,30833.0,38.0,54.0
1331,0.15,600,13322.0,1058115,4.0,2022-10-20,Lariano,,1250.0,4.0,676.0
1332,153.85,1070,26.0,1001208,15.0,2022-10-20,Roma,Europa,12850.0,24.0,1643.0
1333,1.19,365,5028.0,1001929,7.0,2022-10-20,Roma,Trionfale,1083.0,4.0,689.0
1334,1.47,383,4079.0,1001926,7.0,2022-10-20,Roma,Trionfale,2333.0,8.0,563.0
1335,1.51,646,1990.0,1000241,8.0,2022-10-20,Roma,Pinciano,6633.0,20.0,69.0
1336,1.25,782,2399.0,1000305,8.0,2022-10-20,Roma,Nomentano,5333.0,13.0,321.0
1337,1.6,753,2502.0,1000224,10.0,2022-10-20,Roma,Pinciano,6700.0,18.0,43.0
1338,2.51,646,1990.0,1000241,10.0,2022-10-20,Roma,Pinciano,3340.0,11.0,226.0
1339,0.42,378,2407.0,1001920,10.0,2022-10-20,Roma,Trionfale,8400.0,18.0,11.0
1340,4.77,684,1049.0,1000416,11.0,2022-10-20,Roma,Castel Giubileo,11540.0,22.0,351.0
1341,29.56,757,203.0,1000219,13.0,2022-10-20,Roma,Parioli,6783.0,13.0,100.0
1342,1.17,400,1708.0,1001945,13.0,2022-10-20,Roma,Trionfale,4400.0,10.0,102.0
1343,2.08,378,2407.0,1001920,14.0,2022-10-20,Roma,Trionfale,2240.0,6.0,546.0
1344,1.37,76,53336.0,1058104,11.0,2022-10-20,Tivoli,,4682.0,8.0,268.0
1345,0.57,505,12262.0,1058127,15.0,2022-10-20,Ciampino,,3557.0,12.0,279.0
1346,1.79,368,3356.0,1001910,9.0,2022-10-20,Roma,Primavalle,7433.0,12.0,384.0
1347,2.39,313,1675.0,1001949,10.0,2022-10-20,Roma,Primavalle,4950.0,10.0,154.0
1348,3.43,332,2335.0,1001919,10.0,2022-10-20,Roma,Della Vittoria,3037.0,9.0,40.0
1349,1.79,313,1675.0,1001949,15.0,2022-10-20,Roma,Primavalle,4233.0,12.0,308.0
1350,1.71,332,2335.0,1001919,16.0,2022-10-20,Roma,Della Vittoria,2900.0,11.0,39.0
1351,1.68,855,2377.0,1000479,7.0,2022-10-20,Roma,Val Melaina,6425.0,17.0,740.0
1352,0.75,771,4023.0,1000266,17.0,2022-10-20,Roma,Trieste,5766.0,26.0,416.0
1353,2.65,535,755.0,1000492,17.0,2022-10-20,Roma,Monte Sacro,6100.0,18.0,57.0
1354,0.87,856,2294.0,1000482,17.0,2022-10-20,Roma,Monte Sacro Alto,11350.0,14.0,352.0
1355,0.55,30,45440.0,1058072,10.0,2022-10-20,Nettuno,,3328.0,7.0,160.0
1356,0.46,30,45440.0,1058072,13.0,2022-10-20,Nettuno,,5390.0,10.0,182.0
1357,0.72,1002,6904.0,1000821,14.0,2022-10-20,Roma,Torre Angela,19060.0,32.0,41.0
1358,0.72,491,20863.0,1058059,8.0,2022-10-20,Mentana,,3366.0,6.0,178.0
1359,0.79,553,39324.0,1058065,10.0,2022-10-20,Monterotondo,,3722.0,7.0,95.0
1360,0.58,553,39324.0,1058065,12.0,2022-10-20,Monterotondo,,3260.0,6.0,188.0
1361,0.24,491,20863.0,1058059,12.0,2022-10-20,Mentana,,2580.0,5.0,15.0
1362,0.84,553,39324.0,1058065,17.0,2022-10-20,Monterotondo,,6339.0,12.0,240.0
1363,0.13,553,39324.0,1058065,19.0,2022-10-20,Monterotondo,,3340.0,7.0,91.0
1364,25.64,760,39.0,1000243,8.0,2022-10-20,Roma,Flaminio,10200.0,18.0,1154.0
1365,1.48,654,1355.0,1000264,13.0,2022-10-20,Roma,Salario,2550.0,10.0,162.0
1366,1.0,681,3983.0,1000402,14.0,2022-10-20,Roma,Monte Sacro,4075.0,11.0,19.0
1367,0.71,545,7048.0,1058054,11.0,2022-10-20,Manziana,,16860.0,19.0,39.0
1368,1.13,52,18593.0,1058013,12.0,2022-10-20,Bracciano,,4223.0,7.0,126.0
1369,1.13,52,18593.0,1058013,13.0,2022-10-20,Bracciano,,5923.0,9.0,345.0
1370,1.77,83,566.0,1001127,0.0,2022-10-20,Roma,Torricola,18800.0,15.0,156.0
1371,2.56,340,1170.0,1001833,6.0,2022-10-20,Roma,Aurelio,8766.0,13.0,16.0
1372,1.44,1224,5541.0,1001231,11.0,2022-10-20,Roma,Castel di Leva,12112.0,16.0,92.0
1373,3.7,1250,540.0,1001271,13.0,2022-10-20,Roma,Vallerano,2800.0,4.0,77.0
1374,1.71,340,1170.0,1001833,14.0,2022-10-20,Roma,Aurelio,8850.0,8.0,16.0
1375,1.71,340,1170.0,1001833,17.0,2022-10-20,Roma,Aurelio,2750.0,6.0,138.0
1376,0.47,1226,2132.0,1001233,17.0,2022-10-20,Roma,Vallerano,16900.0,15.0,0.0
1377,0.54,82,51909.0,1058111,9.0,2022-10-20,Velletri,,4378.0,8.0,200.0
1378,0.58,82,51909.0,1058111,10.0,2022-10-20,Velletri,,4650.0,8.0,1003.0
1379,1.13,689,888.0,1000522,7.0,2022-10-20,Roma,Ponte Mammolo,400.0,2.0,601.0
1380,1.3,918,3074.0,1000548,7.0,2022-10-20,Roma,Ponte Mammolo,2375.0,5.0,8.0
1381,0.8,1204,6262.0,1001613,7.0,2022-10-20,Roma,Gianicolense,7120.0,22.0,430.0
1382,0.61,524,13058.0,1058036,8.0,2022-10-20,Fiano romano,,11462.0,13.0,52.0
1383,1.71,521,1755.0,1058033,8.0,2022-10-20,Civitella san pao,,3133.0,5.0,10.0
1384,0.84,524,13058.0,1058036,15.0,2022-10-20,Fiano romano,,11945.0,15.0,593.0
1385,0.57,521,1755.0,1058033,18.0,2022-10-20,Civitella san pao,,5200.0,10.0,142.0
1386,1.03,738,3881.0,1000203,8.0,2022-10-20,Roma,Pinciano,3250.0,6.0,53.0
1387,1.62,75,9270.0,1058102,15.0,2022-10-20,Segni,,1580.0,4.0,145.0
1388,0.65,75,9270.0,1058102,13.0,2022-10-20,Segni,,6450.0,11.0,332.0
1389,0.33,61,3055.0,1058058,7.0,2022-10-20,Mazzano romano,,500.0,1.0,1296.0
1390,1.64,61,3055.0,1058058,8.0,2022-10-20,Mazzano romano,,2200.0,5.0,35.0
1391,25.64,791,195.0,1000313,7.0,2022-10-20,Roma,Tiburtino,12880.0,24.0,515.0
1392,0.68,773,1472.0,1000268,17.0,2022-10-20,Roma,Trieste,6800.0,31.0,570.0
1393,1.28,1204,6262.0,1001613,5.0,2022-10-20,Roma,Gianicolense,2212.0,8.0,638.0
1394,1.42,598,1406.0,1001638,5.0,2022-10-20,Roma,Gianicolense,2500.0,8.0,2.0
1395,1.54,1109,7139.0,1001614,11.0,2022-10-20,Roma,Gianicolense,4636.0,11.0,373.0
1396,6.08,1184,1316.0,1001205,6.0,2022-10-20,Roma,Europa,6087.0,12.0,545.0
1397,6.08,1184,1316.0,1001205,7.0,2022-10-20,Roma,Europa,2475.0,6.0,576.0
1398,5.32,1184,1316.0,1001205,8.0,2022-10-20,Roma,Europa,12528.0,19.0,1829.0
1399,1.52,1184,1316.0,1001205,9.0,2022-10-20,Roma,Europa,50.0,0.0,14.0
1400,5.32,1184,1316.0,1001205,10.0,2022-10-20,Roma,Europa,1014.0,3.0,336.0
1401,5.32,1184,1316.0,1001205,11.0,2022-10-20,Roma,Europa,7271.0,16.0,138.0
1402,0.72,612,5584.0,1001519,5.0,2022-10-20,Roma,Gianicolense,12875.0,22.0,686.0
1403,1.4,1198,6417.0,1001217,15.0,2022-10-20,Roma,Fonte Ostiense,3811.0,6.0,236.0
1404,0.98,61,3055.0,1058058,9.0,2022-10-20,Mazzano romano,,900.0,3.0,20.0
1405,0.47,485,4253.0,1002071,6.0,2022-10-20,Roma,Tomba di Nerone,3950.0,11.0,754.0
1406,0.7,710,1426.0,1000134,17.0,2022-10-20,Roma,Monti,11300.0,37.0,206.0
1407,1.2,364,834.0,1001912,20.0,2022-10-20,Roma,Primavalle,10300.0,27.0,175.0
1408,0.18,53,11094.0,1058015,14.0,2022-10-20,Campagnano di rom,,16500.0,25.0,256.0
1409,0.18,53,11094.0,1058015,15.0,2022-10-20,Campagnano di rom,,3700.0,8.0,376.0
1410,0.36,53,11094.0,1058015,16.0,2022-10-20,Campagnano di rom,,26500.0,27.0,119.0
1411,1.64,61,3055.0,1058058,16.0,2022-10-20,Mazzano romano,,3680.0,7.0,31.0
1412,0.98,1067,3051.0,1001013,15.0,2022-10-20,Roma,Appio Claudio,3133.0,9.0,11.0
1413,0.76,45,18389.0,1058009,8.0,2022-10-20,Ariccia,,3400.0,7.0,186.0
1414,2.59,10,12734.0,1058119,9.0,2022-10-20,San cesareo,,3954.0,7.0,275.0
1415,2.2,10,12734.0,1058119,11.0,2022-10-20,San cesareo,,4678.0,7.0,205.0
1416,2.75,10,12734.0,1058119,13.0,2022-10-20,San cesareo,,7591.0,12.0,385.0
1417,2.43,10,12734.0,1058119,16.0,2022-10-20,San cesareo,,5145.0,10.0,82.0
1418,5.8,455,345.0,1002034,11.0,2022-10-20,Roma,Grottarossa,7600.0,13.0,587.0
1419,0.42,1054,14437.0,1002022,14.0,2022-10-20,Roma,Labaro,16050.0,36.0,175.0
1420,0.76,1054,14437.0,1002022,15.0,2022-10-20,Roma,Labaro,6609.0,14.0,67.0
1421,0.19,74,15914.0,1058110,4.0,2022-10-20,Valmontone,,5366.0,7.0,465.0
1422,1.16,508,10305.0,1058026,15.0,2022-10-20,Cave,,5633.0,11.0,571.0
1423,1.17,530,5961.0,1058042,16.0,2022-10-20,Genazzano,,10728.0,15.0,40.0
1424,1.3,1011,772.0,1000857,4.0,2022-10-20,Roma,Torre Maura,37800.0,32.0,746.0
1425,1.38,904,3616.0,1000535,8.0,2022-10-20,Roma,Pietralata,7720.0,17.0,539.0
1426,14.93,905,67.0,1000537,8.0,2022-10-20,Roma,Pietralata,4300.0,10.0,12.0
1427,0.36,908,5562.0,1000539,9.0,2022-10-20,Roma,Collatino,2250.0,6.0,505.0
1428,0.42,59,23664.0,1058043,13.0,2022-10-20,Genzano di roma,,4890.0,10.0,248.0
1429,0.42,59,23664.0,1058043,11.0,2022-10-20,Genzano di roma,,7240.0,13.0,136.0
1430,1.23,1058,1624.0,1001202,4.0,2022-10-20,Roma,Europa,32600.0,31.0,673.0
1431,0.62,48,1603.0,1002061,11.0,2022-10-20,Roma,Cesano,49000.0,53.0,330.0
1432,0.54,46,18534.0,1058005,12.0,2022-10-20,Anguillara sabazi,,3050.0,5.0,161.0
1433,0.59,46,18534.0,1058005,14.0,2022-10-20,Anguillara sabazi,,4372.0,7.0,111.0
1434,0.86,46,18534.0,1058005,16.0,2022-10-20,Anguillara sabazi,,4906.0,7.0,163.0
1435,0.86,46,18534.0,1058005,17.0,2022-10-20,Anguillara sabazi,,10187.0,12.0,97.0
1436,0.47,1093,6341.0,1001039,14.0,2022-10-20,Roma,Don Bosco,13566.0,34.0,17.0
1437,0.32,275,3164.0,1000558,7.0,2022-10-20,Roma,Ponte Mammolo,14500.0,36.0,659.0
1438,1.74,823,1147.0,1000450,17.0,2022-10-20,Roma,Monte Sacro,1850.0,5.0,496.0
1439,0.7,1049,4297.0,1001736,17.0,2022-10-20,Roma,Trionfale,4866.0,13.0,13.0
1440,1.25,48,1603.0,1002061,13.0,2022-10-20,Roma,Cesano,3800.0,8.0,71.0
1441,0.99,985,3030.0,1000828,9.0,2022-10-20,Roma,Don Bosco,3600.0,11.0,53.0
1442,1.68,1052,5352.0,1001003,6.0,2022-10-20,Roma,Don Bosco,4388.0,14.0,410.0
1443,0.38,971,2663.0,1000804,8.0,2022-10-20,Roma,Torre Maura,3100.0,9.0,127.0
1444,0.22,929,4556.0,1000616,9.0,2022-10-20,Roma,Prenestino-Labicano,4100.0,16.0,12.0
1445,0.75,971,2663.0,1000804,11.0,2022-10-20,Roma,Torre Maura,4800.0,14.0,68.0
1446,0.16,620,6445.0,1001048,13.0,2022-10-20,Roma,Torre Maura,2900.0,11.0,84.0
1447,0.75,971,2663.0,1000804,13.0,2022-10-20,Roma,Torre Maura,1500.0,5.0,45.0
1448,1.49,1052,5352.0,1001003,14.0,2022-10-20,Roma,Don Bosco,3550.0,11.0,139.0
1449,1.99,972,1004.0,1000801,15.0,2022-10-20,Roma,Don Bosco,4100.0,9.0,10.0
1450,1.13,971,2663.0,1000804,15.0,2022-10-20,Roma,Torre Maura,1900.0,6.0,44.0
1451,1.05,1182,2852.0,1001204,16.0,2022-10-20,Roma,Europa,9266.0,22.0,61.0
1452,1.13,971,2663.0,1000804,17.0,2022-10-20,Roma,Torre Maura,9600.0,19.0,29.0
1453,6.57,43,609.0,1001611,16.0,2022-10-20,Roma,La Pisana,20675.0,29.0,183.0
1454,10.75,267,279.0,1001802,17.0,2022-10-20,Roma,Aurelio,8400.0,22.0,200.0
1455,1.34,10,12734.0,1058119,12.0,2022-10-20,San cesareo,,7041.0,10.0,171.0
1456,3.46,10,12734.0,1058119,15.0,2022-10-20,San cesareo,,7454.0,12.0,190.0
1457,2.61,1271,1917.0,1001316,7.0,2022-10-20,Roma,Lido di Ostia Levante,6380.0,11.0,730.0
1458,1.32,1313,1516.0,1001360,7.0,2022-10-20,Roma,Acilia Nord,12600.0,21.0,18.0
1459,0.58,1002,6904.0,1000821,9.0,2022-10-20,Roma,Torre Angela,8675.0,9.0,261.0
1460,0.65,208,9233.0,1000816,9.0,2022-10-20,Roma,Torre Angela,1033.0,2.0,236.0
1461,0.65,1001,1547.0,1000825,10.0,2022-10-20,Roma,Borghesiana,4300.0,9.0,24.0
1462,0.74,1019,4029.0,1000843,11.0,2022-10-20,Roma,Borghesiana,5400.0,10.0,512.0
1463,0.21,76,53336.0,1058104,21.0,2022-10-20,Tivoli,,13881.0,18.0,265.0
1464,1.46,76,53336.0,1058104,6.0,2022-10-20,Tivoli,,7476.0,12.0,331.0
1465,1.33,76,53336.0,1058104,16.0,2022-10-20,Tivoli,,6119.0,11.0,180.0
1466,0.27,70,3719.0,1058112,17.0,2022-10-20,Vicovaro,,21600.0,28.0,16.0
1467,2.26,298,2213.0,1002054,17.0,2022-10-20,Roma,Tor di Quinto,4360.0,12.0,147.0
1468,0.28,1109,7139.0,1001614,5.0,2022-10-20,Roma,Gianicolense,6700.0,27.0,730.0
1469,0.73,873,5444.0,1000501,11.0,2022-10-20,Roma,Tiburtino,7400.0,22.0,182.0
1470,0.59,853,1702.0,1000493,8.0,2022-10-20,Roma,Monte Sacro,1000.0,6.0,525.0
1471,0.88,807,3420.0,1000415,9.0,2022-10-20,Roma,Castel Giubileo,2133.0,7.0,838.0
1472,1.22,831,4927.0,1000474,10.0,2022-10-20,Roma,Monte Sacro,1783.0,6.0,66.0
1473,1.92,747,2088.0,1000211,5.0,2022-10-20,Roma,Trieste,12550.0,34.0,1642.0
1474,4.66,759,1287.0,1000237,6.0,2022-10-20,Roma,Trieste,6566.0,20.0,146.0
1475,17.75,451,169.0,1002033,15.0,2022-10-20,Roma,Tor di Quinto,4633.0,17.0,627.0
1476,0.46,749,13059.0,1001414,5.0,2022-10-20,Fiumicino,,2733.0,7.0,707.0
1477,1.15,749,13059.0,1001414,6.0,2022-10-20,Fiumicino,,1526.0,4.0,180.0
1478,0.77,749,13059.0,1001414,8.0,2022-10-20,Fiumicino,,11460.0,13.0,277.0
1479,0.79,1105,5068.0,1001380,7.0,2022-10-20,Roma,Acilia Sud,775.0,3.0,331.0
1480,1.13,1249,2664.0,1001306,8.0,2022-10-20,Roma,Acilia Sud,933.0,3.0,35.0
1481,1.88,1249,2664.0,1001306,9.0,2022-10-20,Roma,Acilia Sud,700.0,3.0,157.0
1482,3.42,341,292.0,1001301,9.0,2022-10-20,Roma,Acilia Sud,5400.0,15.0,29.0
1483,0.62,398,3236.0,1001937,16.0,2022-10-20,Roma,Trionfale,4900.0,23.0,300.0
1484,0.18,371,5617.0,1001911,17.0,2022-10-20,Roma,Primavalle,4100.0,15.0,62.0
1485,1.16,1021,2583.0,1000850,12.0,2022-10-20,Roma,Torre Angela,10866.0,20.0,80.0
1486,0.88,74,15914.0,1058110,13.0,2022-10-20,Valmontone,,10750.0,13.0,145.0
1487,0.39,1021,2583.0,1000850,16.0,2022-10-20,Roma,Torre Angela,33300.0,30.0,112.0
1488,0.52,999,5762.0,1000819,19.0,2022-10-20,Roma,Torre Gaia,4033.0,7.0,72.0
1489,1.34,530,5961.0,1058042,5.0,2022-10-20,Genazzano,,5125.0,8.0,538.0
1490,22.99,897,435.0,1000529,5.0,2022-10-20,Roma,Settecamini,18270.0,24.0,313.0
1491,1.13,128,2665.0,1000561,15.0,2022-10-20,Roma,Settecamini,3033.0,6.0,197.0
1492,0.17,530,5961.0,1058042,21.0,2022-10-20,Genazzano,,52400.0,45.0,353.0
1493,0.72,98,2759.0,1000252,16.0,2022-10-20,Roma,Trieste,2250.0,11.0,345.0
1494,1.3,367,2307.0,1000253,17.0,2022-10-20,Roma,Trieste,7033.0,15.0,53.0
1495,6.58,769,152.0,1000256,6.0,2022-10-20,Roma,Pinciano,2500.0,13.0,3639.0
1496,1.02,299,977.0,1001805,5.0,2022-10-20,Roma,Aurelio,8200.0,31.0,1007.0
1497,0.48,1054,14437.0,1002022,8.0,2022-10-20,Roma,Labaro,9085.0,11.0,325.0
1498,2.22,475,2703.0,1002070,11.0,2022-10-20,Roma,Tor di Quinto,14300.0,19.0,182.0
1499,2.96,787,1014.0,1000324,11.0,2022-10-20,Roma,Nomentano,10933.0,22.0,800.0
1500,1.59,714,1255.0,1000146,12.0,2022-10-20,Roma,Monti,3250.0,16.0,193.0
1501,1.25,719,2397.0,1000147,13.0,2022-10-20,Roma,Celio,733.0,3.0,448.0
1502,1.05,197,9502.0,1001618,15.0,2022-10-20,Roma,Castel di Guido,7420.0,12.0,140.0
1503,3.01,69,21943.0,1058074,14.0,2022-10-20,Palestrina,,5636.0,11.0,308.0
1504,1.23,524,13058.0,1058036,7.0,2022-10-20,Fiano romano,,8562.0,9.0,298.0
1505,1.67,697,2401.0,1000131,8.0,2022-10-20,Roma,Monti,12850.0,21.0,320.0
1506,1.25,697,2401.0,1000131,16.0,2022-10-20,Roma,Monti,3800.0,16.0,273.0
1507,0.47,951,10624.0,1000710,17.0,2022-10-20,Roma,Alessandrino,14800.0,36.0,194.0
1508,11.63,459,86.0,1002044,23.0,2022-10-20,Roma,Prima Porta,20900.0,17.0,283.0
1509,0.71,182,7054.0,1000858,13.0,2022-10-20,Roma,Lunghezza,6100.0,10.0,183.0
1510,0.51,117,3887.0,1000849,7.0,2022-10-20,Roma,Lunghezza,7300.0,17.0,866.0
1511,0.77,117,3887.0,1000849,10.0,2022-10-20,Roma,Lunghezza,12200.0,18.0,410.0
1512,0.57,182,7054.0,1000858,10.0,2022-10-20,Roma,Lunghezza,3125.0,6.0,271.0
1513,1.07,993,14011.0,1000812,17.0,2022-10-20,Roma,Lunghezza,10273.0,18.0,120.0
1514,0.14,182,7054.0,1000858,20.0,2022-10-20,Roma,Lunghezza,6300.0,10.0,194.0
1515,3.18,706,314.0,1000120,17.0,2022-10-20,Roma,Ripa,2500.0,7.0,9.0
1516,0.72,975,1382.0,1000916,14.0,2022-10-20,Roma,Appio-Latino,7600.0,19.0,3274.0
1517,0.62,215,1601.0,1000933,17.0,2022-10-20,Roma,Appio-Latino,600.0,1.0,133.0
1518,3.13,373,319.0,1000615,18.0,2022-10-20,Roma,Tiburtino,9100.0,22.0,55.0
