,counts,index_zmu,POP_TOT_ZMU,zmu,hr,day,nome_comun,quartiere,tripdistance_m,triptime_m,breaktime_m
0,1.75,1131,2285.0,1001043,6.0,2022-10-20,Roma,Casal Morena,14175.0,24.0,660.0
1,3.5,678,572.0,1001635,20.0,2022-10-20,Roma,Gianicolense,18050.0,18.0,62.0
2,0.8,56,35129.0,1058029,15.0,2022-10-20,Cerveteri,,5553.0,9.0,109.0
3,1.28,56,35129.0,1058029,16.0,2022-10-20,Cerveteri,,6042.0,8.0,178.0
4,0.36,62,19498.0,1058057,5.0,2022-10-20,MARINO,,5557.0,15.0,552.0
5,1.78,32,16882.0,1058114,6.0,2022-10-20,Zagarolo,,5760.0,9.0,482.0
6,1.36,32,16882.0,1058114,13.0,2022-10-20,Zagarolo,,5069.0,7.0,92.0
7,0.12,663,8600.0,1058022,3.0,2022-10-20,Castel gandolfo,,0.0,1.0,658.0
8,3.88,1069,1289.0,1001020,17.0,2022-10-20,Roma,Torrenova,6900.0,8.0,36.0
9,0.73,30,45440.0,1058072,8.0,2022-10-20,Nettuno,,4251.0,8.0,434.0
10,1.07,358,7486.0,1001901,6.0,2022-10-20,Roma,Trionfale,1362.0,4.0,408.0
11,2.5,1202,6788.0,1001219,6.0,2022-10-20,Roma,Giuliano-Dalmata,12588.0,26.0,318.0
12,0.95,1156,7364.0,1001114,6.0,2022-10-20,Roma,Ardeatino,1285.0,4.0,102.0
13,0.48,1165,6285.0,1001137,7.0,2022-10-20,Roma,Ardeatino,1433.0,4.0,275.0
14,0.31,1231,3207.0,1001241,4.0,2022-10-20,Roma,Giuliano-Dalmata,31600.0,35.0,25.0
15,0.54,1156,7364.0,1001114,5.0,2022-10-20,Roma,Ardeatino,4400.0,12.0,475.0
16,0.8,1165,6285.0,1001137,6.0,2022-10-20,Roma,Ardeatino,7140.0,19.0,563.0
17,1.16,288,2591.0,1001120,6.0,2022-10-20,Roma,Ardeatino,3833.0,13.0,287.0
18,0.84,124,13042.0,1058050,14.0,2022-10-20,Lanuvio,,6218.0,9.0,1025.0
19,1.0,124,13042.0,1058050,15.0,2022-10-20,Lanuvio,,6184.0,9.0,341.0
20,27.78,443,72.0,1002027,8.0,2022-10-20,Roma,Tor di Quinto,11700.0,35.0,686.0
21,2.26,733,1329.0,1000208,10.0,2022-10-20,Roma,Flaminio,14600.0,28.0,38.0
22,40.0,675,50.0,1000240,11.0,2022-10-20,Roma,Parioli,2050.0,4.0,16.0
23,0.76,619,1310.0,1000228,12.0,2022-10-20,Roma,Flaminio,2300.0,8.0,69.0
24,2.03,1198,6417.0,1001217,12.0,2022-10-20,Roma,Fonte Ostiense,4723.0,10.0,290.0
25,1.4,1198,6417.0,1001217,13.0,2022-10-20,Roma,Fonte Ostiense,5155.0,10.0,80.0
26,1.62,321,4310.0,1001410,10.0,2022-10-20,Fiumicino,,10885.0,16.0,209.0
27,0.91,1289,8787.0,1001417,10.0,2022-10-20,Fiumicino,,7187.0,11.0,1873.0
28,0.57,1289,8787.0,1001417,11.0,2022-10-20,Fiumicino,,8960.0,11.0,176.0
29,0.66,271,3015.0,1001409,11.0,2022-10-20,Fiumicino,,4950.0,11.0,14.0
30,1.07,749,13059.0,1001414,15.0,2022-10-20,Fiumicino,,4664.0,10.0,120.0
31,1.33,271,3015.0,1001409,18.0,2022-10-20,Fiumicino,,6700.0,11.0,105.0
32,0.44,82,51909.0,1058111,7.0,2022-10-20,Velletri,,9304.0,15.0,190.0
33,1.02,51,13719.0,1058011,7.0,2022-10-20,Artena,,4335.0,8.0,382.0
34,0.75,74,15914.0,1058110,7.0,2022-10-20,Valmontone,,12258.0,14.0,171.0
35,0.54,82,51909.0,1058111,17.0,2022-10-20,Velletri,,7275.0,11.0,119.0
36,1.35,76,53336.0,1058104,14.0,2022-10-20,Tivoli,,4875.0,9.0,231.0
37,0.15,76,53336.0,1058104,3.0,2022-10-20,Tivoli,,10675.0,13.0,1189.0
38,2.1,630,476.0,1001905,3.0,2022-10-20,Roma,Trionfale,37100.0,50.0,1.0
39,1.29,76,53336.0,1058104,13.0,2022-10-20,Tivoli,,5663.0,10.0,148.0
40,1.41,526,11345.0,1058039,5.0,2022-10-20,FRASCATI,,8406.0,22.0,703.0
41,0.87,529,3460.0,1058046,12.0,2022-10-20,GROTTAFERRATA,,2566.0,8.0,128.0
42,0.66,609,12097.0,1058131,13.0,2022-10-20,GROTTAFERRATA,,10525.0,18.0,157.0
43,10.48,1055,763.0,1001005,14.0,2022-10-20,Roma,Don Bosco,16950.0,33.0,174.0
44,0.58,529,3460.0,1058046,15.0,2022-10-20,GROTTAFERRATA,,11400.0,30.0,47.0
45,111.11,1214,36.0,1001224,4.0,2022-10-20,Roma,Giuliano-Dalmata,17425.0,22.0,822.0
46,0.93,794,3212.0,1000337,18.0,2022-10-20,Roma,Nomentano,6400.0,12.0,4612.0
47,0.27,783,3681.0,1000306,19.0,2022-10-20,Roma,Nomentano,900.0,4.0,21.0
48,1.59,1062,7540.0,1001115,8.0,2022-10-20,Roma,Ardeatino,5566.0,13.0,286.0
49,0.36,954,5579.0,1000721,9.0,2022-10-20,Roma,Prenestino-Centocelle,7600.0,24.0,19.0
50,0.48,607,6275.0,1001008,7.0,2022-10-20,Roma,Appio Claudio,4566.0,12.0,343.0
51,0.32,607,6275.0,1001008,13.0,2022-10-20,Roma,Appio Claudio,750.0,2.0,181.0
52,0.79,1144,1272.0,1001050,5.0,2022-10-20,Roma,Torre Gaia,18300.0,77.0,775.0
53,0.83,609,12097.0,1058131,7.0,2022-10-20,GROTTAFERRATA,,8550.0,14.0,192.0
54,2.36,39,3396.0,1058129,11.0,2022-10-20,FRASCATI,,9487.0,15.0,152.0
55,0.42,1142,11869.0,1001045,12.0,2022-10-20,Roma,Casal Morena,8700.0,13.0,122.0
56,0.42,1142,11869.0,1001045,15.0,2022-10-20,Roma,Casal Morena,6420.0,12.0,99.0
57,1.39,571,10822.0,1058088,16.0,2022-10-20,Rocca priora,,5326.0,10.0,1153.0
58,0.77,524,13058.0,1058036,11.0,2022-10-20,Fiano romano,,10180.0,16.0,1383.0
59,25.0,40,40.0,1002043,20.0,2022-10-20,Roma,Prima Porta,16500.0,14.0,514.0
60,1.31,515,21397.0,1058034,5.0,2022-10-20,Colleferro,,11396.0,15.0,659.0
61,2.52,515,21397.0,1058034,6.0,2022-10-20,Colleferro,,6679.0,11.0,523.0
62,1.87,515,21397.0,1058034,7.0,2022-10-20,Colleferro,,6560.0,10.0,572.0
63,3.13,515,21397.0,1058034,14.0,2022-10-20,Colleferro,,4138.0,8.0,143.0
64,0.79,872,5075.0,1000503,7.0,2022-10-20,Roma,Collatino,5900.0,9.0,1030.0
65,1.59,877,6303.0,1000510,7.0,2022-10-20,Roma,Collatino,4000.0,6.0,313.0
66,0.99,640,2025.0,1001363,19.0,2022-10-20,Roma,Acilia Sud,6600.0,9.0,116.0
67,0.99,1105,5068.0,1001380,6.0,2022-10-20,Roma,Acilia Sud,1960.0,6.0,778.0
68,1.14,1210,2626.0,1001348,11.0,2022-10-20,Roma,Acilia Sud,1166.0,3.0,352.0
69,0.2,1105,5068.0,1001380,13.0,2022-10-20,Roma,Acilia Sud,1500.0,3.0,136.0
70,0.39,1105,5068.0,1001380,17.0,2022-10-20,Roma,Acilia Sud,550.0,1.0,157.0
71,5.19,483,385.0,1002062,4.0,2022-10-20,Roma,Cesano,28300.0,23.0,2467.0
72,0.47,94,4225.0,1002015,7.0,2022-10-20,Roma,La Storta,15000.0,20.0,1826.0
73,0.4,305,2516.0,1001816,11.0,2022-10-20,Roma,Aurelio,37900.0,40.0,184.0
74,7.04,825,1420.0,1001518,12.0,2022-10-20,Roma,Magliana Vecchia,10530.0,11.0,101.0
75,1.92,1186,1039.0,1001206,15.0,2022-10-20,Roma,Europa,6900.0,23.0,172.0
76,1.92,1186,1039.0,1001206,16.0,2022-10-20,Roma,Europa,400.0,2.0,8.0
77,1.41,825,1420.0,1001518,16.0,2022-10-20,Roma,Magliana Vecchia,8350.0,15.0,58.0
78,0.55,1089,1811.0,1001617,20.0,2022-10-20,Roma,Gianicolense,14900.0,21.0,232.0
79,0.79,305,2516.0,1001816,21.0,2022-10-20,Roma,Aurelio,2650.0,5.0,4.0
80,1.46,230,2058.0,1001210,5.0,2022-10-20,Roma,Giuliano-Dalmata,9966.0,30.0,762.0
81,3.9,1161,3334.0,1001121,5.0,2022-10-20,Roma,Ardeatino,6100.0,14.0,709.0
82,13.99,678,572.0,1001635,5.0,2022-10-20,Roma,Gianicolense,11387.0,26.0,829.0
83,1.37,1092,3654.0,1001036,10.0,2022-10-20,Roma,Torrenova,6400.0,8.0,53.0
84,1.72,1081,5226.0,1001028,10.0,2022-10-20,Roma,Appio Claudio,5644.0,10.0,108.0
85,0.57,1081,5226.0,1001028,11.0,2022-10-20,Roma,Appio Claudio,666.0,2.0,71.0
86,0.81,963,4939.0,1000725,7.0,2022-10-20,Roma,Tor Sapienza,6475.0,10.0,225.0
87,6.98,1069,1289.0,1001020,10.0,2022-10-20,Roma,Torrenova,9577.0,12.0,415.0
88,0.69,1032,4363.0,1000863,12.0,2022-10-20,Roma,Borghesiana,7833.0,15.0,203.0
89,1.22,588,5748.0,1058128,13.0,2022-10-20,FRASCATI,,3300.0,7.0,137.0
90,0.92,1032,4363.0,1000863,15.0,2022-10-20,Roma,Borghesiana,2750.0,9.0,106.0
91,0.74,1019,4029.0,1000843,15.0,2022-10-20,Roma,Borghesiana,3866.0,9.0,9.0
92,0.46,989,2169.0,1000868,16.0,2022-10-20,Roma,Borghesiana,2600.0,9.0,75.0
93,0.46,1032,4363.0,1000863,17.0,2022-10-20,Roma,Borghesiana,1200.0,7.0,25.0
94,0.47,1035,2142.0,1000866,12.0,2022-10-20,Roma,Borghesiana,1500.0,4.0,381.0
95,0.92,989,2169.0,1000868,5.0,2022-10-20,Roma,Borghesiana,5350.0,11.0,696.0
96,0.73,1023,6837.0,1000851,12.0,2022-10-20,Roma,Torre Angela,8200.0,15.0,192.0
97,0.31,980,9740.0,1000805,12.0,2022-10-20,Roma,Torrenova,3133.0,6.0,10.0
98,1.23,980,9740.0,1000805,15.0,2022-10-20,Roma,Torrenova,3425.0,7.0,103.0
99,0.41,980,9740.0,1000805,16.0,2022-10-20,Roma,Torrenova,10650.0,21.0,443.0
100,0.67,1142,11869.0,1001045,16.0,2022-10-20,Roma,Casal Morena,6562.0,14.0,170.0
101,0.31,980,9740.0,1000805,17.0,2022-10-20,Roma,Torrenova,6333.0,14.0,61.0
102,0.67,181,56345.0,1058079,13.0,2022-10-20,Pomezia,,11039.0,15.0,245.0
103,0.96,22,81160.0,1058047,6.0,2022-10-20,Guidonia montecel,,8262.0,13.0,674.0
104,0.89,579,4516.0,1058098,6.0,2022-10-20,Sant'angelo roman,,7150.0,11.0,686.0
105,9.56,1167,523.0,1001203,7.0,2022-10-20,Roma,Europa,8100.0,16.0,991.0
106,2.49,1239,2815.0,1001254,16.0,2022-10-20,Roma,Torrino,11342.0,18.0,191.0
107,0.48,56,35129.0,1058029,18.0,2022-10-20,Cerveteri,,10282.0,13.0,102.0
108,1.25,56,35129.0,1058029,7.0,2022-10-20,Cerveteri,,3902.0,6.0,284.0
109,0.6,56,35129.0,1058029,12.0,2022-10-20,Cerveteri,,5414.0,9.0,358.0
110,1.23,602,37303.0,1058116,16.0,2022-10-20,Ladispoli,,4454.0,10.0,144.0
111,0.54,56,35129.0,1058029,17.0,2022-10-20,Cerveteri,,7310.0,11.0,189.0
112,0.2,56,35129.0,1058029,19.0,2022-10-20,Cerveteri,,3914.0,7.0,227.0
113,0.17,56,35129.0,1058029,20.0,2022-10-20,Cerveteri,,5900.0,8.0,149.0
114,0.16,602,37303.0,1058116,21.0,2022-10-20,Ladispoli,,10450.0,13.0,160.0
115,0.11,56,35129.0,1058029,22.0,2022-10-20,Cerveteri,,7125.0,12.0,22.0
116,1.11,638,1808.0,1001720,5.0,2022-10-20,Roma,Della Vittoria,4050.0,15.0,961.0
117,3.15,380,1587.0,1001705,12.0,2022-10-20,Roma,Della Vittoria,12500.0,24.0,120.0
118,1.58,865,1265.0,1000491,12.0,2022-10-20,Roma,Casal Boccone,30000.0,32.0,44.0
119,5.72,684,1049.0,1000416,15.0,2022-10-20,Roma,Castel Giubileo,3783.0,8.0,353.0
120,2.43,244,823.0,1001722,15.0,2022-10-20,Roma,Della Vittoria,9900.0,19.0,7.0
121,3.09,1085,1616.0,1001032,6.0,2022-10-20,Roma,Appio-Pignatelli,4960.0,14.0,649.0
122,0.52,959,3846.0,1000940,15.0,2022-10-20,Roma,Tuscolano,3350.0,9.0,279.0
123,1.67,499,2402.0,1001636,16.0,2022-10-20,Roma,Portuense,7875.0,27.0,165.0
124,0.12,1316,8622.0,1000115,5.0,2022-10-20,Roma,Trastevere,11100.0,22.0,625.0
125,3.85,332,2335.0,1001919,13.0,2022-10-20,Roma,Della Vittoria,4300.0,12.0,839.0
126,0.84,1221,8309.0,1001939,16.0,2022-10-20,Roma,Della Vittoria,5557.0,14.0,43.0
127,6.3,630,476.0,1001905,16.0,2022-10-20,Roma,Trionfale,13466.0,21.0,117.0
128,0.24,1221,8309.0,1001939,18.0,2022-10-20,Roma,Della Vittoria,1200.0,4.0,63.0
129,117.65,641,34.0,1002026,20.0,2022-10-20,Roma,Della Vittoria,14825.0,22.0,748.0
130,0.85,1227,1172.0,1001237,2.0,2022-10-20,Roma,Castel di Leva,8400.0,13.0,514.0
131,0.68,47,38256.0,1058003,5.0,2022-10-20,Albano laziale,,7457.0,15.0,690.0
132,0.34,47,38256.0,1058003,6.0,2022-10-20,Albano laziale,,6638.0,12.0,438.0
133,0.26,62,19498.0,1058057,7.0,2022-10-20,MARINO,,6040.0,10.0,407.0
134,0.56,62,19498.0,1058057,8.0,2022-10-20,MARINO,,4472.0,10.0,142.0
135,0.47,663,8600.0,1058022,9.0,2022-10-20,Castel gandolfo,,3600.0,8.0,28.0
136,0.6,47,38256.0,1058003,10.0,2022-10-20,Albano laziale,,6495.0,12.0,289.0
137,0.95,1145,3155.0,1001106,12.0,2022-10-20,Roma,Ostiense,6800.0,13.0,525.0
138,1.86,435,1077.0,1001530,15.0,2022-10-20,Roma,Portuense,8250.0,39.0,66.0
139,0.9,1315,2229.0,1001516,16.0,2022-10-20,Roma,Magliana Vecchia,5000.0,9.0,90.0
140,8.93,1132,560.0,1001535,16.0,2022-10-20,Roma,Gianicolense,19020.0,25.0,527.0
141,37.04,1080,81.0,1001025,2.0,2022-10-20,Roma,Aeroporto di Ciampino,14433.0,16.0,323.0
142,0.33,505,12262.0,1058127,10.0,2022-10-20,Ciampino,,8500.0,14.0,202.0
143,1.51,79,3317.0,1058130,11.0,2022-10-20,GROTTAFERRATA,,4140.0,7.0,94.0
144,2.47,603,2025.0,1058118,18.0,2022-10-20,Ciampino,,7840.0,12.0,161.0
145,0.05,62,19498.0,1058057,20.0,2022-10-20,MARINO,,1100.0,2.0,128.0
146,1.4,306,1424.0,1001810,13.0,2022-10-20,Roma,Aurelio,7050.0,14.0,119.0
147,0.76,593,5270.0,1058107,5.0,2022-10-20,Trevignano romano,,14850.0,15.0,327.0
148,2.68,114,373.0,1002041,10.0,2022-10-20,Roma,Labaro,3800.0,2.0,232.0
149,0.25,419,4014.0,1001951,10.0,2022-10-20,Roma,Tomba di Nerone,5000.0,4.0,1.0
150,9.35,921,214.0,1000551,7.0,2022-10-20,Roma,Settecamini,4350.0,9.0,2253.0
151,4.55,925,220.0,1000571,8.0,2022-10-20,Roma,Settecamini,8300.0,12.0,40.0
152,0.43,993,14011.0,1000812,5.0,2022-10-20,Roma,Lunghezza,7383.0,13.0,635.0
153,1.34,501,746.0,1000507,6.0,2022-10-20,Roma,Pietralata,14300.0,39.0,14.0
154,1.31,1131,2285.0,1001043,10.0,2022-10-20,Roma,Casal Morena,1333.0,3.0,17.0
155,0.44,1131,2285.0,1001043,15.0,2022-10-20,Roma,Casal Morena,600.0,2.0,253.0
156,1.36,993,14011.0,1000812,15.0,2022-10-20,Roma,Lunghezza,7084.0,13.0,85.0
157,0.63,57,51181.0,1058032,5.0,2022-10-20,Civitavecchia,,9143.0,12.0,728.0
158,0.66,57,51181.0,1058032,6.0,2022-10-20,Civitavecchia,,3191.0,6.0,602.0
159,0.76,57,51181.0,1058032,7.0,2022-10-20,Civitavecchia,,10417.0,13.0,743.0
160,0.8,57,51181.0,1058032,8.0,2022-10-20,Civitavecchia,,6663.0,8.0,527.0
161,0.55,57,51181.0,1058032,9.0,2022-10-20,Civitavecchia,,3575.0,7.0,256.0
162,0.74,57,51181.0,1058032,10.0,2022-10-20,Civitavecchia,,2694.0,5.0,92.0
163,7.27,958,1238.0,1000717,5.0,2022-10-20,Roma,Don Bosco,9722.0,20.0,922.0
164,0.77,1081,5226.0,1001028,17.0,2022-10-20,Roma,Appio Claudio,7375.0,15.0,174.0
165,3.23,958,1238.0,1000717,17.0,2022-10-20,Roma,Don Bosco,7950.0,25.0,110.0
166,0.67,1072,4454.0,1001016,19.0,2022-10-20,Roma,Capannelle,7800.0,20.0,441.0
167,3.14,487,4141.0,1001413,16.0,2022-10-20,Fiumicino,,18138.0,21.0,471.0
168,9.62,1266,416.0,1001523,5.0,2022-10-20,Roma,Ponte Galeria,4725.0,7.0,594.0
169,2.68,302,1869.0,1001807,17.0,2022-10-20,Roma,Aurelio,6720.0,12.0,2338.0
170,0.6,169,5032.0,1001537,17.0,2022-10-20,Roma,Ponte Galeria,10800.0,15.0,50.0
171,2.18,530,5961.0,1058042,6.0,2022-10-20,Genazzano,,2607.0,5.0,389.0
172,2.18,530,5961.0,1058042,9.0,2022-10-20,Genazzano,,2623.0,5.0,454.0
173,1.51,530,5961.0,1058042,15.0,2022-10-20,Genazzano,,5911.0,9.0,210.0
174,2.08,1169,1440.0,1001315,7.0,2022-10-20,Roma,Casal Palocco,633.0,2.0,709.0
175,0.56,1308,1794.0,1001369,7.0,2022-10-20,Roma,Lido di Ostia Levante,200.0,1.0,3.0
176,0.56,1272,8870.0,1001317,14.0,2022-10-20,Roma,Lido di Ostia Levante,7420.0,13.0,227.0
177,1.39,1169,1440.0,1001315,14.0,2022-10-20,Roma,Casal Palocco,1650.0,5.0,105.0
178,0.81,1189,2475.0,1001719,3.0,2022-10-20,Roma,Della Vittoria,30750.0,36.0,641.0
179,0.38,1112,5215.0,1001385,14.0,2022-10-20,Roma,Acilia Sud,16150.0,39.0,318.0
180,1.1,647,1819.0,1000606,17.0,2022-10-20,Roma,Tuscolano,15650.0,26.0,200.0
181,0.55,47,38256.0,1058003,7.0,2022-10-20,Albano laziale,,9257.0,15.0,589.0
182,0.77,616,12964.0,1058134,17.0,2022-10-20,MARINO,,7940.0,17.0,288.0
183,0.69,707,2904.0,1000119,5.0,2022-10-20,Roma,San Saba,11150.0,30.0,377.0
184,0.74,1195,13588.0,1001216,14.0,2022-10-20,Roma,Fonte Ostiense,6940.0,14.0,167.0
185,0.52,1195,13588.0,1001216,17.0,2022-10-20,Roma,Fonte Ostiense,2085.0,5.0,68.0
186,0.22,1195,13588.0,1001216,19.0,2022-10-20,Roma,Fonte Ostiense,2766.0,5.0,138.0
187,0.2,127,4947.0,1001250,4.0,2022-10-20,Roma,Castel di Decima,29200.0,37.0,430.0
188,0.62,1154,4847.0,1001112,11.0,2022-10-20,Roma,Ardeatino,8733.0,14.0,230.0
189,0.2,127,4947.0,1001250,12.0,2022-10-20,Roma,Castel di Decima,20600.0,37.0,61.0
190,0.42,263,9444.0,1001540,15.0,2022-10-20,Roma,Portuense,22100.0,29.0,244.0
191,0.32,263,9444.0,1001540,16.0,2022-10-20,Roma,Portuense,4633.0,18.0,62.0
192,0.62,1099,6411.0,1001501,17.0,2022-10-20,Roma,Portuense,2300.0,10.0,33.0
193,0.37,1101,8211.0,1001503,17.0,2022-10-20,Roma,Portuense,4266.0,13.0,119.0
194,1.2,1246,2503.0,1001265,17.0,2022-10-20,Roma,Castel di Decima,6066.0,14.0,311.0
195,27.78,1214,36.0,1001224,20.0,2022-10-20,Roma,Giuliano-Dalmata,8700.0,9.0,159.0
196,0.97,46,18534.0,1058005,8.0,2022-10-20,Anguillara sabazi,,5566.0,8.0,223.0
197,0.58,551,8584.0,1058064,5.0,2022-10-20,Monte porzio cato,,3780.0,9.0,483.0
198,1.28,551,8584.0,1058064,11.0,2022-10-20,Monte porzio cato,,5200.0,8.0,134.0
199,0.35,87,5673.0,1000824,18.0,2022-10-20,Roma,Borghesiana,8050.0,14.0,272.0
200,0.09,526,11345.0,1058039,21.0,2022-10-20,FRASCATI,,13500.0,18.0,105.0
201,0.23,551,8584.0,1058064,21.0,2022-10-20,Monte porzio cato,,5250.0,7.0,340.0
202,0.18,422,5648.0,1001954,5.0,2022-10-20,Roma,Casalotti,14000.0,29.0,823.0
203,1.59,365,5028.0,1001929,10.0,2022-10-20,Roma,Trionfale,9387.0,19.0,402.0
204,8.17,236,367.0,1001711,14.0,2022-10-20,Roma,Della Vittoria,1766.0,7.0,94.0
205,inf,176,0.0,1001728,14.0,2022-10-20,Roma,Della Vittoria,4800.0,16.0,23.0
206,1.79,365,5028.0,1001929,15.0,2022-10-20,Roma,Trionfale,5766.0,14.0,155.0
207,7.76,1069,1289.0,1001020,14.0,2022-10-20,Roma,Torrenova,7140.0,17.0,78.0
208,4.65,1069,1289.0,1001020,11.0,2022-10-20,Roma,Torrenova,11083.0,11.0,169.0
209,0.71,526,11345.0,1058039,12.0,2022-10-20,FRASCATI,,3725.0,8.0,85.0
210,0.78,1069,1289.0,1001020,13.0,2022-10-20,Roma,Torrenova,13100.0,20.0,4.0
211,2.36,39,3396.0,1058129,14.0,2022-10-20,FRASCATI,,3825.0,9.0,159.0
212,2.94,39,3396.0,1058129,15.0,2022-10-20,FRASCATI,,11690.0,19.0,642.0
213,1.28,1047,4678.0,1001007,9.0,2022-10-20,Roma,Appio Claudio,2400.0,11.0,2014.0
214,0.76,952,6605.0,1000719,8.0,2022-10-20,Roma,Prenestino-Centocelle,5460.0,8.0,821.0
215,0.68,943,2920.0,1000720,10.0,2022-10-20,Roma,Prenestino-Centocelle,6900.0,16.0,50.0
216,1.75,1131,2285.0,1001043,5.0,2022-10-20,Roma,Casal Morena,12500.0,19.0,661.0
217,0.33,1079,6032.0,1001024,6.0,2022-10-20,Roma,Casal Morena,2650.0,6.0,25.0
218,1.39,76,53336.0,1058104,5.0,2022-10-20,Tivoli,,6612.0,12.0,660.0
219,0.47,547,6324.0,1058056,6.0,2022-10-20,Marcellina,,7800.0,12.0,41.0
220,111.11,1080,81.0,1001025,4.0,2022-10-20,Roma,Aeroporto di Ciampino,16722.0,24.0,408.0
221,5.84,420,514.0,1001953,14.0,2022-10-20,Roma,Trionfale,14300.0,24.0,1255.0
222,3.21,302,1869.0,1001807,15.0,2022-10-20,Roma,Aurelio,7350.0,13.0,158.0
223,1.59,305,2516.0,1001816,15.0,2022-10-20,Roma,Aurelio,2850.0,9.0,81.0
224,1.99,545,7048.0,1058054,8.0,2022-10-20,Manziana,,4650.0,7.0,101.0
225,1.56,545,7048.0,1058054,9.0,2022-10-20,Manziana,,1236.0,3.0,28.0
226,0.73,67,9537.0,1058082,13.0,2022-10-20,Rignano flaminio,,5300.0,9.0,240.0
227,0.42,67,9537.0,1058082,15.0,2022-10-20,Rignano flaminio,,2950.0,7.0,208.0
228,1.94,1261,3098.0,1001514,14.0,2022-10-20,Roma,Portuense,6883.0,19.0,1269.0
229,0.99,1205,2013.0,1000471,16.0,2022-10-20,Roma,Monte Sacro,14050.0,51.0,62.0
230,2.1,855,2377.0,1000479,17.0,2022-10-20,Roma,Val Melaina,3760.0,14.0,18.0
231,0.6,606,8286.0,1058123,14.0,2022-10-20,Ciampino,,7580.0,15.0,313.0
232,0.36,606,8286.0,1058123,15.0,2022-10-20,Ciampino,,2100.0,9.0,19.0
233,0.58,608,3447.0,1058124,15.0,2022-10-20,Ciampino,,5100.0,14.0,342.0
234,4.5,54,7563.0,1058023,7.0,2022-10-20,Castel madama,,3747.0,6.0,353.0
235,4.36,54,7563.0,1058023,8.0,2022-10-20,Castel madama,,1969.0,4.0,70.0
236,3.04,54,7563.0,1058023,10.0,2022-10-20,Castel madama,,2417.0,5.0,77.0
237,3.32,930,602.0,1000605,9.0,2022-10-20,Roma,Prenestino-Labicano,2050.0,7.0,668.0
238,0.53,221,5630.0,1000603,9.0,2022-10-20,Roma,Prenestino-Labicano,2066.0,7.0,14.0
239,0.59,940,1698.0,1000646,9.0,2022-10-20,Roma,Prenestino-Labicano,800.0,5.0,5.0
240,0.98,931,2037.0,1000608,10.0,2022-10-20,Roma,Tuscolano,1300.0,4.0,19.0
241,1.4,1182,2852.0,1001204,7.0,2022-10-20,Roma,Europa,1275.0,4.0,640.0
242,0.61,77,44156.0,1058117,8.0,2022-10-20,Ardea,,6585.0,9.0,269.0
243,1.75,1182,2852.0,1001204,9.0,2022-10-20,Roma,Europa,23740.0,22.0,236.0
244,1.04,857,964.0,1000565,7.0,2022-10-20,Roma,Pietralata,2200.0,5.0,765.0
245,0.99,112,2027.0,1000554,7.0,2022-10-20,Roma,Pietralata,950.0,2.0,59.0
246,0.61,476,1635.0,1000325,7.0,2022-10-20,Roma,Nomentano,2700.0,7.0,1.0
247,1.52,151,1313.0,1000319,7.0,2022-10-20,Roma,Nomentano,3050.0,12.0,5.0
248,1.86,60,538.0,1000213,7.0,2022-10-20,Roma,Trieste,2000.0,7.0,3.0
249,0.62,794,3212.0,1000337,8.0,2022-10-20,Roma,Nomentano,2050.0,10.0,507.0
250,0.85,644,3526.0,1000301,8.0,2022-10-20,Roma,Nomentano,1966.0,8.0,10.0
251,1.14,876,880.0,1000509,9.0,2022-10-20,Roma,Pietralata,3400.0,10.0,8.0
252,1.22,476,1635.0,1000325,11.0,2022-10-20,Roma,Nomentano,4750.0,15.0,119.0
253,1.86,60,538.0,1000213,11.0,2022-10-20,Roma,Trieste,2200.0,8.0,9.0
254,1.13,644,3526.0,1000301,13.0,2022-10-20,Roma,Nomentano,5650.0,19.0,695.0
255,5.58,60,538.0,1000213,13.0,2022-10-20,Roma,Trieste,2100.0,7.0,381.0
256,2.07,857,964.0,1000565,14.0,2022-10-20,Roma,Pietralata,2250.0,8.0,36.0
257,1.15,805,5195.0,1000532,15.0,2022-10-20,Roma,Collatino,3950.0,13.0,282.0
258,0.85,644,3526.0,1000301,15.0,2022-10-20,Roma,Nomentano,1500.0,6.0,676.0
259,0.72,1223,12494.0,1001229,16.0,2022-10-20,Roma,Tor de' Cenci,4811.0,11.0,554.0
260,0.88,1223,12494.0,1001229,17.0,2022-10-20,Roma,Tor de' Cenci,4527.0,7.0,23.0
261,0.31,623,3199.0,1001133,18.0,2022-10-20,Roma,Ostiense,35600.0,30.0,392.0
262,0.43,208,9233.0,1000816,6.0,2022-10-20,Roma,Torre Angela,1625.0,5.0,422.0
263,0.33,961,2995.0,1000853,6.0,2022-10-20,Roma,Torre Angela,1500.0,4.0,13.0
264,0.32,208,9233.0,1000816,7.0,2022-10-20,Roma,Torre Angela,2666.0,6.0,301.0
265,0.67,961,2995.0,1000853,8.0,2022-10-20,Roma,Torre Angela,11150.0,11.0,8.0
266,0.86,874,2328.0,1000504,8.0,2022-10-20,Roma,Collatino,6100.0,9.0,36.0
267,0.81,941,4921.0,1000702,9.0,2022-10-20,Roma,Prenestino-Centocelle,14875.0,18.0,22.0
268,1.34,961,2995.0,1000853,9.0,2022-10-20,Roma,Torre Angela,4100.0,9.0,280.0
269,0.67,961,2995.0,1000853,11.0,2022-10-20,Roma,Torre Angela,4000.0,12.0,35.0
270,0.4,1034,2505.0,1000865,11.0,2022-10-20,Roma,Torre Angela,400.0,1.0,11.0
