,zmu,index_zmu,idtrajectory,zmu_destination
1505,1058035,518,58321379,1058119
1506,1000461,844,59269763,1002001
1507,1001303,1254,58334106,1001104
1508,1058065,553,59239032,1000526
1509,1058059,491,58838418,1058065
1510,1058119,10,58773444,1058114
1511,1058114,32,59218966,1058119
1512,1001109,1153,59284273,1001111
1513,1058102,75,58822726,1058041
1514,1058041,528,58353984,1058102
1515,1001240,1203,58358176,1001503
1516,1058043,59,58385879,1058111
1517,1001702,1208,58795584,1001714
1518,1001265,1246,59206701,1001259
1519,1001417,1289,58848012,1001410
1520,1001410,321,59229915,1001417
1521,1001328,1281,58371679,1001372
1522,1001372,1323,58346136,1001328
1523,1058034,515,58841085,1058099
1524,1000719,952,58374156,1000722
1525,1000705,601,58349508,1000719
1526,1000802,970,59210448,1000722
1527,1000722,163,58799549,1000710
1528,1002050,402,58385013,1002051
1529,1002033,451,58348164,1002050
1530,1002050,402,58370154,1002028
1531,1001048,620,58317495,1001003
1532,1001725,1057,59182899,1001712
1533,1001712,237,59214756,1001714
1534,1001714,1199,59233121,1001703
1535,1001703,1255,59258122,1001716
1536,1000713,953,58328439,1001716
1537,1002051,460,58782525,1002065
1538,1002065,474,58821322,1058015
1539,1058114,32,59208208,1058074
1540,1058074,69,58771198,1058114
1541,1058047,22,58407286,1000812
1542,1001371,1296,58786230,1001394
1543,1001218,1201,58375354,1001216
1544,1001216,1195,58356749,1001218
1545,1000465,830,58781936,1001719
1546,1058039,526,58804814,1000708
1547,1058034,515,58349272,1058104
1548,1001341,1294,58788999,1001336
1549,1001217,1198,58849048,1058110
1550,1001266,1244,58833562,1001211
1551,1058047,22,58337071,1000528
1552,1000528,895,58374391,1001230
1553,1000551,921,58800009,1058047
1554,1001230,159,58772291,1000551
1555,1001603,1325,58348459,1001801
1556,1001801,265,58385785,1000199
1557,1000199,726,58848644,1001701
1558,1000806,982,58824762,1001020
1559,1001020,1069,59257055,1001036
1560,1001217,1198,59225304,1001216
1561,1058047,22,59262760,1058104
1562,1000531,900,58771470,1001109
1563,1001109,1153,58823592,1001236
1564,1000939,283,58413826,1000531
1565,1001109,1153,58368122,1000939
1566,1000131,697,59243494,1001543
1567,1000128,591,58813566,1000131
1568,1000940,959,58369958,1000905
1569,1000905,1031,58394746,1000924
1570,1000309,370,58793554,1000128
1571,1000914,686,58793503,1000322
1572,1000924,111,58415379,1000914
1573,1001053,284,58805140,1000802
1574,1058099,71,58342100,1000465
1575,1001209,1185,58820451,1001119
1576,1001121,1161,59232921,1001210
1577,1001119,1164,59182020,1001121
1578,1001712,237,59204792,1001906
1579,1001906,362,58758576,1001712
1580,1058104,76,58783467,1058023
1581,1058023,54,58370455,1058104
1582,1001202,1058,59190124,1001208
1583,1001222,1211,58790276,1001231
1584,1001231,1224,58409697,1001222
1585,1000734,279,58776946,1000712
1586,1000712,944,58797863,1000725
1587,1001548,817,58846448,1000241
1588,1001547,639,58769511,1001548
1589,1000503,872,59220183,1000533
1590,1000503,872,59189593,1000533
1591,1000533,902,59236385,1000503
1592,1001608,1135,59207045,1001807
1593,1001136,1138,58387865,1000604
1594,1000405,800,58842390,1000311
1595,1000403,797,58814690,1000433
1596,1058119,10,58402336,1058074
1597,1001913,372,59212371,1001958
1598,1001935,399,58847577,1001913
1599,1001110,1053,58345193,1001241
1600,1001241,1231,58413670,1001418
1601,1000508,875,58381001,1000536
1602,1000708,950,59190844,1000508
1603,1000536,642,58388532,1000708
1604,1001384,1111,59257612,1001358
1605,1001358,1311,58832536,1001351
1606,1001358,1311,59196400,1001384
1607,1001133,623,59236759,1001141
1608,1001627,1166,58362821,1001133
1609,1058099,71,59263260,1058036
1610,1000122,687,59230434,1001101
1611,1001026,1068,59230380,1000122
1612,1000109,700,58349426,1001726
1613,1000125,357,58781972,1001716
1614,1001726,153,58414898,1000125
1615,1000231,670,58796731,1000460
1616,1000928,1040,58416772,1000952
1617,1000952,754,58784896,1000704
1618,1002070,475,59227338,1002073
1619,1002028,444,58774302,1000334
1620,1000453,843,58369563,1000239
1621,1000508,875,58409026,1000526
1622,1058079,181,59193937,1058050
1623,1001418,18,58844799,1001411
1624,1001411,287,58830017,1001418
1625,1001508,1125,59251023,1001504
1626,1001202,1058,59245007,1001508
1627,1058117,77,58838790,1001202
1628,1001418,18,58376874,1058117
1629,1000203,738,58775640,1000123
1630,1001214,632,59196485,1001254
1631,1001254,1239,58405361,1001214
1632,1001534,136,58775145,1001133
1633,1001503,1101,58385152,1001534
1634,1000621,933,58411640,1001726
1635,1000474,831,58333014,1000621
1636,1001210,230,59200644,1001216
1637,1001216,1195,58394727,1001210
1638,1001507,213,58342750,1001121
1639,1002015,94,58327957,1002058
1640,1000301,644,59246144,1000217
1641,1000279,775,59264272,1000234
1642,1000336,745,59214711,1000301
1643,1000334,864,58845935,1000336
1644,1058047,22,58386380,1000318
1645,1000315,786,58826486,1000334
1646,1000318,788,58802346,1000315
1647,1000324,787,59276318,1000556
1648,1058039,526,58765532,1058128
1649,1058128,588,58361418,1058039
1650,1001118,1158,58377142,1001137
1651,1001202,1058,59195864,1001203
1652,1001137,1165,58825466,1001202
1653,1001518,825,59253004,1001240
1654,1000719,952,58353007,1001309
1655,1001309,194,58776093,1001518
1656,1001374,448,59218020,1001364
1657,1001364,201,58814817,1001374
1658,1001336,1290,58846283,1001316
1659,1000814,995,59194788,1000860
1660,1001259,1326,59200778,1001265
1661,1002032,449,58406532,1002063
1662,1002063,470,58416169,1002032
1663,1002032,449,59270399,1001722
1664,1002003,416,58366351,1000950
1665,1000855,1028,58317810,1000866
1666,1002018,33,59221883,1002060
1667,1001384,1111,58372436,1001415
1668,1001415,744,58805073,1001414
1669,1001417,1289,59181765,1001410
1670,1001414,749,58847286,1001417
1671,1058034,515,59210689,1058040
1672,1000462,845,58846615,1000406
1673,1000406,803,59189515,1000462
1674,1000470,104,58808798,1000462
1675,1000462,845,58776426,1000470
1676,1000167,727,58383498,1000462
1677,1000474,831,58344125,1000167
1678,1000646,940,59257743,1000533
1679,1058117,77,58773089,1000646
1680,1058134,616,58408745,1001342
1681,1058005,46,58829905,1002025
1682,1002064,442,58357625,1058005
1683,1058065,553,59238240,1058059
1684,1058059,491,58779816,1058065
1685,1001852,352,58819208,1001846
1686,1058034,515,58848418,1058080
1687,1001015,1066,59218259,1001126
1688,1001126,206,58805524,1001015
1689,1000432,259,58338517,1000456
1690,1001317,1272,58379450,1058132
1691,1000215,223,58377856,1000905
1692,1000511,879,58747755,1000510
1693,1000511,879,58358652,1000534
1694,1000510,877,59228873,1000511
1695,1000443,835,59224834,1000466
1696,1001540,263,59228544,1001508
1697,1001229,1223,59251143,1001202
1698,1001047,652,58818090,1001107
1699,1000467,850,58368454,1000415
1700,1001803,268,58413137,1000257
1701,1058015,53,58383672,1058107
1702,1058054,545,59194507,1058013
1703,1058107,593,58781171,1058054
1704,1001948,404,59249845,1001958
1705,1001917,29,58820596,1001948
1706,1001729,242,58748383,1001917
1707,1000540,909,58833438,1000301
1708,1001305,1258,59192268,1001380
1709,1001380,1105,59243186,1001363
1710,1058125,604,58764679,1058123
1711,1058123,606,58388451,1058125
1712,1058015,53,58849358,1002058
1713,1002058,477,59258890,1058038
1714,1058025,511,59242900,1058074
1715,1001332,1288,59245290,1001376
1716,1001376,1098,59196836,1001310
1717,1001310,1264,59220870,1001332
1718,1001398,314,58351266,1001376
1719,1000258,676,58849102,1001703
1720,1000701,273,59241239,1000702
1721,1000709,278,58850134,1000701
1722,1000702,941,58388545,1000812
1723,1000733,969,58850129,1000709
1724,1058034,515,58368660,1058110
1725,1000546,858,58753589,1000535
1726,1000535,904,59242883,1000544
1727,1058016,504,58380910,1058013
1728,1058013,52,58818412,1058107
1729,1001007,1047,58364055,1001028
1730,1058074,69,58824556,1058119
1731,1058119,10,58776532,1058074
1732,1000419,808,59223018,1000493
1733,1000415,807,58832836,1000419
1734,1000492,535,58812994,1000443
1735,1001220,1206,59246335,1001121
1736,1001121,1161,58414378,1001220
1737,1058097,73,58321630,1058032
1738,1000812,993,58774709,1000733
1739,1000479,855,58373031,1001715
1740,1002013,434,58333566,1002016
1741,1001035,1090,59196831,1058123
1742,1000867,946,58391888,1001035
1743,1058009,45,59214609,1058003
1744,1058003,47,58414072,1058009
1745,1000512,881,58812542,1058047
1746,1000602,613,58337829,1000707
1747,1001305,1258,58799585,1001327
1748,1001327,1278,58799586,1001323
1749,1001254,1239,58777955,1001305
1750,1000271,1095,58320233,1000501
1751,1000481,507,58843430,1000437
1752,1000401,796,59268555,1000219
1753,1001124,13,58832811,1001503
1754,1001528,457,58773699,1001124
1755,1001504,1319,59245639,1001528
1756,1001503,1101,59240113,1001504
1757,1000318,788,58415978,1058077
1758,1001216,1195,58787530,1001203
1759,1001210,230,59250075,1001241
1760,1001203,1167,59240479,1001121
1761,1058032,57,59243686,1058097
1762,1000460,833,59181513,1000405
1763,1000231,670,58401024,1000471
1764,1000405,800,59203452,1000231
1765,1000471,1205,58415599,1000460
1766,1001138,1176,58763300,1001413
1767,1001219,1202,58800184,1000449
1768,1000710,951,59253436,1000707
1769,1001703,1255,58774140,1000710
1770,1001734,247,58342743,1000416
1771,1000416,684,58415092,1001710
1772,1002013,434,58793679,1002075
1773,1058047,22,58402920,1000512
1774,1001204,1182,58763659,1001267
1775,1000470,104,58821380,1000223
1776,1000609,932,59259183,1000725
1777,1000851,1023,58332246,1000727
1778,1000826,116,59203242,1000813
1779,1000813,177,59240029,1001040
1780,1000333,763,58806052,1000533
1781,1001001,629,59188022,1001003
1782,1001329,1282,58847063,1001359
1783,1002075,489,59188207,1002037
1784,1002037,1141,59206590,1002072
1785,1002028,444,58413074,1002013
1786,1002075,489,58327910,1002050
1787,1001203,1167,58807986,1001929
1788,1001211,1188,58774374,1001202
1789,1001202,1058,58774819,1001203
1790,1000701,273,58351829,1000710
1791,1001414,749,58746573,1001376
1792,1002057,467,58414934,1002015
1793,1058128,588,58359111,1000863
1794,1058129,39,58334328,1058128
