,trip_id,arrival_time,stop_id,stop_sequence,hour,stop_lat,stop_lon,shape_id,route_short_name,trip_headsign
998709,0#2508-4,06:00:22,78436,30,6,41.916538,12.464322,55484,628,VOLPI/FARNESINA
998710,0#2508-4,06:00:50,70525,31,6,41.916727,12.463127,55484,628,VOLPI/FARNESINA
998711,0#2508-4,06:01:42,82254,32,6,41.919088,12.461657,55484,628,VOLPI/FARNESINA
998712,0#2508-4,06:03:40,72289,33,6,41.921223,12.45882,55484,628,VOLPI/FARNESINA
998713,0#2508-4,06:04:54,73967,34,6,41.924852,12.458722,55484,628,VOLPI/FARNESINA
998714,0#2508-4,06:05:44,72085,35,6,41.927337,12.458288,55484,628,VOLPI/FARNESINA
998715,0#2508-4,06:06:56,72087,36,6,41.93083,12.459165,55484,628,VOLPI/FARNESINA
998716,0#2508-4,06:07:40,70057,37,6,41.932692,12.460705,55484,628,VOLPI/FARNESINA
998717,0#2508-4,06:09:30,80849,38,6,41.93463,12.458642,55484,628,VOLPI/FARNESINA
998718,0#2508-4,06:12:00,82130,39,6,41.938265,12.458933,55484,628,VOLPI/FARNESINA
998719,0#2508-5,06:25:00,82130,1,6,41.938265,12.458933,63230,628,BARONIO
998720,0#2508-5,06:25:20,72017,2,6,41.937373,12.459225,63230,628,BARONIO
998721,0#2508-5,06:26:24,79352,3,6,41.935908,12.461655,63230,628,BARONIO
998722,0#2508-5,06:27:42,72867,4,6,41.933622,12.461208,63230,628,BARONIO
998723,0#2508-5,06:28:14,70953,5,6,41.932643,12.460052,63230,628,BARONIO
998724,0#2508-5,06:29:10,76840,6,6,41.930587,12.458715,63230,628,BARONIO
998725,0#2508-5,06:30:40,72097,7,6,41.926928,12.458215,63230,628,BARONIO
998726,0#2508-5,06:32:22,78139,8,6,41.923992,12.457813,63230,628,BARONIO
998727,0#2508-5,06:33:22,70530,9,6,41.923252,12.460767,63230,628,BARONIO
998728,0#2508-5,06:34:20,70531,10,6,41.921893,12.463348,63230,628,BARONIO
998729,0#2508-5,06:35:16,82298,11,6,41.921312,12.466377,63230,628,BARONIO
998730,0#2508-5,06:36:40,70533,12,6,41.920003,12.462868,63230,628,BARONIO
998731,0#2508-5,06:37:50,20265,13,6,41.918898,12.461548,63230,628,BARONIO
998732,0#2508-5,06:38:52,70535,14,6,41.916602,12.462932,63230,628,BARONIO
998733,0#2508-5,06:40:08,74454,15,6,41.916008,12.464547,63230,628,BARONIO
998734,0#2508-5,06:41:20,74455,16,6,41.91724,12.467923,63230,628,BARONIO
998735,0#2508-5,06:44:28,80781,17,6,41.914398,12.473768,63230,628,BARONIO
998736,0#2508-5,06:45:38,70852,18,6,41.911633,12.47493,63230,628,BARONIO
998737,0#2508-5,06:47:08,70357,19,6,41.90981,12.474352,63230,628,BARONIO
998738,0#2508-5,06:47:42,70358,20,6,41.908842,12.474267,63230,628,BARONIO
998739,0#2508-5,06:49:50,70262,21,6,41.904053,12.475233,63230,628,BARONIO
998740,0#2508-5,06:50:36,70263,22,6,41.902807,12.474048,63230,628,BARONIO
998741,0#2508-5,06:51:44,70474,23,6,41.901002,12.472227,63230,628,BARONIO
998742,0#2508-5,06:53:20,70266,24,6,41.898002,12.473928,63230,628,BARONIO
998743,0#2508-5,06:54:34,79790,25,6,41.896182,12.476007,63230,628,BARONIO
998744,0#2508-5,06:55:06,79711,26,6,41.895057,12.476352,63230,628,BARONIO
998745,0#2508-5,06:56:50,80610,27,6,41.894342,12.48117,63230,628,BARONIO
998746,0#2508-5,06:57:30,70540,28,6,41.893113,12.48116,63230,628,BARONIO
998747,0#2508-5,06:58:42,70543,29,6,41.890253,12.480707,63230,628,BARONIO
998748,0#2508-5,06:59:58,70545,30,6,41.887525,12.48159,63230,628,BARONIO
998749,0#2508-5,07:01:32,70547,31,7,41.884952,12.485345,63230,628,BARONIO
998750,0#2508-5,07:02:08,70549,32,7,41.884062,12.486917,63230,628,BARONIO
998751,0#2508-5,07:03:50,70554,33,7,41.882922,12.491128,63230,628,BARONIO
998752,0#2508-5,07:05:14,70574,34,7,41.880692,12.494615,63230,628,BARONIO
998753,0#2508-5,07:07:02,70555,35,7,41.882075,12.49852,63230,628,BARONIO
998754,0#2508-5,07:07:54,70558,36,7,41.880717,12.500398,63230,628,BARONIO
998755,0#2508-5,07:08:36,70559,37,7,41.879447,12.501943,63230,628,BARONIO
998756,0#2508-5,07:09:50,70561,38,7,41.87787,12.505455,63230,628,BARONIO
998757,0#2508-5,07:11:00,70562,39,7,41.876448,12.50872,63230,628,BARONIO
998758,0#2508-5,07:12:46,70583,40,7,41.873427,12.511855,63230,628,BARONIO
998759,0#2508-5,07:13:38,70584,41,7,41.871755,12.513253,63230,628,BARONIO
998760,0#2508-5,07:14:14,70585,42,7,41.872047,12.51484,63230,628,BARONIO
998761,0#2508-5,07:15:00,70586,43,7,41.87035,12.515877,63230,628,BARONIO
998762,0#2508-5,07:15:42,78881,44,7,41.868957,12.517138,63230,628,BARONIO
998763,0#2508-5,07:16:16,70587,45,7,41.869277,12.518527,63230,628,BARONIO
998764,0#2508-5,07:17:10,78856,46,7,41.871223,12.518765,63230,628,BARONIO
998765,0#2508-5,07:18:00,78857,47,7,41.872483,12.520062,63230,628,BARONIO
998766,0#2508-6,07:22:00,78857,1,7,41.872483,12.520062,55484,628,VOLPI/FARNESINA
998767,0#2508-6,07:23:04,82247,2,7,41.87163,12.519872,55484,628,VOLPI/FARNESINA
998768,0#2508-6,07:24:08,70588,3,7,41.870285,12.51793,55484,628,VOLPI/FARNESINA
998769,0#2508-6,07:24:58,70589,4,7,41.86941,12.516908,55484,628,VOLPI/FARNESINA
998770,0#2508-6,07:25:42,70590,5,7,41.870037,12.515408,55484,628,VOLPI/FARNESINA
998771,0#2508-6,07:26:32,70591,6,7,41.870177,12.513712,55484,628,VOLPI/FARNESINA
998772,0#2508-6,07:27:28,70592,7,7,41.87193,12.51281,55484,628,VOLPI/FARNESINA
998773,0#2508-6,07:28:30,70593,8,7,41.87389,12.511837,55484,628,VOLPI/FARNESINA
998774,0#2508-6,07:30:36,70594,9,7,41.876387,12.509177,55484,628,VOLPI/FARNESINA
998775,0#2508-6,07:31:24,70510,10,7,41.877237,12.507322,55484,628,VOLPI/FARNESINA
998776,0#2508-6,07:33:00,70511,11,7,41.878858,12.504048,55484,628,VOLPI/FARNESINA
998777,0#2508-6,07:34:24,70512,12,7,41.880215,12.50116,55484,628,VOLPI/FARNESINA
998778,0#2508-6,07:35:10,70513,13,7,41.881477,12.499858,55484,628,VOLPI/FARNESINA
998779,0#2508-6,07:38:10,70514,14,7,41.881003,12.494872,55484,628,VOLPI/FARNESINA
998780,0#2508-6,07:40:18,70515,15,7,41.883578,12.490418,55484,628,VOLPI/FARNESINA
998781,0#2508-6,07:41:28,71177,16,7,41.885355,12.488473,55484,628,VOLPI/FARNESINA
998782,0#2508-6,07:44:10,70517,17,7,41.888575,12.48268,55484,628,VOLPI/FARNESINA
998783,0#2508-6,07:45:16,70518,18,7,41.890152,12.480963,55484,628,VOLPI/FARNESINA
998784,0#2508-6,07:47:08,80237,19,7,41.893538,12.481805,55484,628,VOLPI/FARNESINA
998785,0#2508-6,07:49:32,81964,20,7,41.896467,12.480985,55484,628,VOLPI/FARNESINA
998786,0#2508-6,07:51:08,70042,21,7,41.896122,12.476855,55484,628,VOLPI/FARNESINA
998787,0#2508-6,07:52:30,70183,22,7,41.897277,12.474218,55484,628,VOLPI/FARNESINA
998788,0#2508-6,07:53:58,70184,23,7,41.900265,12.473913,55484,628,VOLPI/FARNESINA
998789,0#2508-6,07:55:02,70187,24,7,41.901383,12.472187,55484,628,VOLPI/FARNESINA
998790,0#2508-6,07:56:22,70188,25,7,41.90301,12.473882,55484,628,VOLPI/FARNESINA
998791,0#2508-6,07:57:04,70344,26,7,41.904257,12.474908,55484,628,VOLPI/FARNESINA
998792,0#2508-6,07:59:36,78133,27,7,41.90908,12.474142,55484,628,VOLPI/FARNESINA
998793,0#2508-6,08:03:26,73225,28,8,41.916482,12.471657,55484,628,VOLPI/FARNESINA
998794,0#2508-6,08:06:10,78435,29,8,41.917912,12.467548,55484,628,VOLPI/FARNESINA
998795,0#2508-6,08:07:32,78436,30,8,41.916538,12.464322,55484,628,VOLPI/FARNESINA
998796,0#2508-6,08:08:16,70525,31,8,41.916727,12.463127,55484,628,VOLPI/FARNESINA
998797,0#2508-6,08:09:34,82254,32,8,41.919088,12.461657,55484,628,VOLPI/FARNESINA
998798,0#2508-6,08:12:32,72289,33,8,41.921223,12.45882,55484,628,VOLPI/FARNESINA
998799,0#2508-6,08:14:20,73967,34,8,41.924852,12.458722,55484,628,VOLPI/FARNESINA
998800,0#2508-6,08:15:36,72085,35,8,41.927337,12.458288,55484,628,VOLPI/FARNESINA
998801,0#2508-6,08:17:24,72087,36,8,41.93083,12.459165,55484,628,VOLPI/FARNESINA
998802,0#2508-6,08:18:30,70057,37,8,41.932692,12.460705,55484,628,VOLPI/FARNESINA
998803,0#2508-6,08:21:14,80849,38,8,41.93463,12.458642,55484,628,VOLPI/FARNESINA
998804,0#2508-6,08:25:00,82130,39,8,41.938265,12.458933,55484,628,VOLPI/FARNESINA
998805,0#2508-7,08:28:00,82130,1,8,41.938265,12.458933,63230,628,BARONIO
998806,0#2508-7,08:28:28,72017,2,8,41.937373,12.459225,63230,628,BARONIO
998807,0#2508-7,08:29:54,79352,3,8,41.935908,12.461655,63230,628,BARONIO
998808,0#2508-7,08:31:36,72867,4,8,41.933622,12.461208,63230,628,BARONIO
998809,0#2508-7,08:32:20,70953,5,8,41.932643,12.460052,63230,628,BARONIO
998810,0#2508-7,08:33:34,76840,6,8,41.930587,12.458715,63230,628,BARONIO
998811,0#2508-7,08:35:36,72097,7,8,41.926928,12.458215,63230,628,BARONIO
998812,0#2508-7,08:37:52,78139,8,8,41.923992,12.457813,63230,628,BARONIO
998813,0#2508-7,08:39:12,70530,9,8,41.923252,12.460767,63230,628,BARONIO
998814,0#2508-7,08:40:30,70531,10,8,41.921893,12.463348,63230,628,BARONIO
998815,0#2508-7,08:41:46,82298,11,8,41.921312,12.466377,63230,628,BARONIO
998816,0#2508-7,08:43:38,70533,12,8,41.920003,12.462868,63230,628,BARONIO
998817,0#2508-7,08:45:12,20265,13,8,41.918898,12.461548,63230,628,BARONIO
998818,0#2508-7,08:46:34,70535,14,8,41.916602,12.462932,63230,628,BARONIO
998819,0#2508-7,08:48:16,74454,15,8,41.916008,12.464547,63230,628,BARONIO
998820,0#2508-7,08:49:52,74455,16,8,41.91724,12.467923,63230,628,BARONIO
998821,0#2508-7,08:54:06,80781,17,8,41.914398,12.473768,63230,628,BARONIO
998822,0#2508-7,08:55:40,70852,18,8,41.911633,12.47493,63230,628,BARONIO
998823,0#2508-7,08:57:40,70357,19,8,41.90981,12.474352,63230,628,BARONIO
998824,0#2508-7,08:58:24,70358,20,8,41.908842,12.474267,63230,628,BARONIO
999276,0#2509-4,06:01:16,72289,33,6,41.921223,12.45882,55484,628,VOLPI/FARNESINA
999277,0#2509-4,06:02:24,73967,34,6,41.924852,12.458722,55484,628,VOLPI/FARNESINA
999278,0#2509-4,06:03:10,72085,35,6,41.927337,12.458288,55484,628,VOLPI/FARNESINA
999279,0#2509-4,06:04:16,72087,36,6,41.93083,12.459165,55484,628,VOLPI/FARNESINA
999280,0#2509-4,06:04:58,70057,37,6,41.932692,12.460705,55484,628,VOLPI/FARNESINA
999281,0#2509-4,06:06:40,80849,38,6,41.93463,12.458642,55484,628,VOLPI/FARNESINA
999282,0#2509-4,06:09:00,82130,39,6,41.938265,12.458933,55484,628,VOLPI/FARNESINA
999283,0#2509-5,06:27:00,82130,1,6,41.938265,12.458933,63230,628,BARONIO
999284,0#2509-5,06:27:16,72017,2,6,41.937373,12.459225,63230,628,BARONIO
999285,0#2509-5,06:28:04,79352,3,6,41.935908,12.461655,63230,628,BARONIO
999286,0#2509-5,06:29:04,72867,4,6,41.933622,12.461208,63230,628,BARONIO
999287,0#2509-5,06:29:30,70953,5,6,41.932643,12.460052,63230,628,BARONIO
999288,0#2509-5,06:30:12,76840,6,6,41.930587,12.458715,63230,628,BARONIO
999289,0#2509-5,06:31:22,72097,7,6,41.926928,12.458215,63230,628,BARONIO
999290,0#2509-5,06:32:42,78139,8,6,41.923992,12.457813,63230,628,BARONIO
999291,0#2509-5,06:33:28,70530,9,6,41.923252,12.460767,63230,628,BARONIO
999292,0#2509-5,06:34:12,70531,10,6,41.921893,12.463348,63230,628,BARONIO
999293,0#2509-5,06:34:56,82298,11,6,41.921312,12.466377,63230,628,BARONIO
999294,0#2509-5,06:36:02,70533,12,6,41.920003,12.462868,63230,628,BARONIO
999295,0#2509-5,06:36:56,20265,13,6,41.918898,12.461548,63230,628,BARONIO
999296,0#2509-5,06:37:42,70535,14,6,41.916602,12.462932,63230,628,BARONIO
999297,0#2509-5,06:38:42,74454,15,6,41.916008,12.464547,63230,628,BARONIO
999298,0#2509-5,06:39:38,74455,16,6,41.91724,12.467923,63230,628,BARONIO
999299,0#2509-5,06:42:04,80781,17,6,41.914398,12.473768,63230,628,BARONIO
999300,0#2509-5,06:42:58,70852,18,6,41.911633,12.47493,63230,628,BARONIO
999301,0#2509-5,06:44:08,70357,19,6,41.90981,12.474352,63230,628,BARONIO
999302,0#2509-5,06:44:34,70358,20,6,41.908842,12.474267,63230,628,BARONIO
999303,0#2509-5,06:46:12,70262,21,6,41.904053,12.475233,63230,628,BARONIO
999304,0#2509-5,06:46:48,70263,22,6,41.902807,12.474048,63230,628,BARONIO
999305,0#2509-5,06:47:40,70474,23,6,41.901002,12.472227,63230,628,BARONIO
999306,0#2509-5,06:48:56,70266,24,6,41.898002,12.473928,63230,628,BARONIO
999307,0#2509-5,06:49:52,79790,25,6,41.896182,12.476007,63230,628,BARONIO
999308,0#2509-5,06:50:16,79711,26,6,41.895057,12.476352,63230,628,BARONIO
999309,0#2509-5,06:51:36,80610,27,6,41.894342,12.48117,63230,628,BARONIO
999310,0#2509-5,06:52:08,70540,28,6,41.893113,12.48116,63230,628,BARONIO
999311,0#2509-5,06:53:04,70543,29,6,41.890253,12.480707,63230,628,BARONIO
999312,0#2509-5,06:54:04,70545,30,6,41.887525,12.48159,63230,628,BARONIO
999313,0#2509-5,06:55:16,70547,31,6,41.884952,12.485345,63230,628,BARONIO
999314,0#2509-5,06:55:42,70549,32,6,41.884062,12.486917,63230,628,BARONIO
999315,0#2509-5,06:57:02,70554,33,6,41.882922,12.491128,63230,628,BARONIO
999316,0#2509-5,06:58:06,70574,34,6,41.880692,12.494615,63230,628,BARONIO
999317,0#2509-5,06:59:32,70555,35,6,41.882075,12.49852,63230,628,BARONIO
999318,0#2509-5,07:00:12,70558,36,7,41.880717,12.500398,63230,628,BARONIO
999319,0#2509-5,07:00:44,70559,37,7,41.879447,12.501943,63230,628,BARONIO
999320,0#2509-5,07:01:40,70561,38,7,41.87787,12.505455,63230,628,BARONIO
999321,0#2509-5,07:02:34,70562,39,7,41.876448,12.50872,63230,628,BARONIO
999322,0#2509-5,07:03:56,70583,40,7,41.873427,12.511855,63230,628,BARONIO
999323,0#2509-5,07:04:36,70584,41,7,41.871755,12.513253,63230,628,BARONIO
999324,0#2509-5,07:05:06,70585,42,7,41.872047,12.51484,63230,628,BARONIO
999325,0#2509-5,07:05:40,70586,43,7,41.87035,12.515877,63230,628,BARONIO
999326,0#2509-5,07:06:14,78881,44,7,41.868957,12.517138,63230,628,BARONIO
999327,0#2509-5,07:06:40,70587,45,7,41.869277,12.518527,63230,628,BARONIO
999328,0#2509-5,07:07:22,78856,46,7,41.871223,12.518765,63230,628,BARONIO
999329,0#2509-5,07:08:00,78857,47,7,41.872483,12.520062,63230,628,BARONIO
999330,0#2509-6,07:14:00,78857,1,7,41.872483,12.520062,55484,628,VOLPI/FARNESINA
999331,0#2509-6,07:14:42,82247,2,7,41.87163,12.519872,55484,628,VOLPI/FARNESINA
999332,0#2509-6,07:15:26,70588,3,7,41.870285,12.51793,55484,628,VOLPI/FARNESINA
999333,0#2509-6,07:15:58,70589,4,7,41.86941,12.516908,55484,628,VOLPI/FARNESINA
999334,0#2509-6,07:16:28,70590,5,7,41.870037,12.515408,55484,628,VOLPI/FARNESINA
999335,0#2509-6,07:17:00,70591,6,7,41.870177,12.513712,55484,628,VOLPI/FARNESINA
999336,0#2509-6,07:17:38,70592,7,7,41.87193,12.51281,55484,628,VOLPI/FARNESINA
999337,0#2509-6,07:18:20,70593,8,7,41.87389,12.511837,55484,628,VOLPI/FARNESINA
999338,0#2509-6,07:19:44,70594,9,7,41.876387,12.509177,55484,628,VOLPI/FARNESINA
999339,0#2509-6,07:20:16,70510,10,7,41.877237,12.507322,55484,628,VOLPI/FARNESINA
999340,0#2509-6,07:21:20,70511,11,7,41.878858,12.504048,55484,628,VOLPI/FARNESINA
999341,0#2509-6,07:22:16,70512,12,7,41.880215,12.50116,55484,628,VOLPI/FARNESINA
999342,0#2509-6,07:22:46,70513,13,7,41.881477,12.499858,55484,628,VOLPI/FARNESINA
999343,0#2509-6,07:24:46,70514,14,7,41.881003,12.494872,55484,628,VOLPI/FARNESINA
999344,0#2509-6,07:26:12,70515,15,7,41.883578,12.490418,55484,628,VOLPI/FARNESINA
999345,0#2509-6,07:26:58,71177,16,7,41.885355,12.488473,55484,628,VOLPI/FARNESINA
999346,0#2509-6,07:28:46,70517,17,7,41.888575,12.48268,55484,628,VOLPI/FARNESINA
999347,0#2509-6,07:29:30,70518,18,7,41.890152,12.480963,55484,628,VOLPI/FARNESINA
999348,0#2509-6,07:30:46,80237,19,7,41.893538,12.481805,55484,628,VOLPI/FARNESINA
999349,0#2509-6,07:32:20,81964,20,7,41.896467,12.480985,55484,628,VOLPI/FARNESINA
999350,0#2509-6,07:33:24,70042,21,7,41.896122,12.476855,55484,628,VOLPI/FARNESINA
999351,0#2509-6,07:34:20,70183,22,7,41.897277,12.474218,55484,628,VOLPI/FARNESINA
999352,0#2509-6,07:35:18,70184,23,7,41.900265,12.473913,55484,628,VOLPI/FARNESINA
999353,0#2509-6,07:36:00,70187,24,7,41.901383,12.472187,55484,628,VOLPI/FARNESINA
999354,0#2509-6,07:36:54,70188,25,7,41.90301,12.473882,55484,628,VOLPI/FARNESINA
999355,0#2509-6,07:37:22,70344,26,7,41.904257,12.474908,55484,628,VOLPI/FARNESINA
999356,0#2509-6,07:39:04,78133,27,7,41.90908,12.474142,55484,628,VOLPI/FARNESINA
999357,0#2509-6,07:41:38,73225,28,7,41.916482,12.471657,55484,628,VOLPI/FARNESINA
999358,0#2509-6,07:43:26,78435,29,7,41.917912,12.467548,55484,628,VOLPI/FARNESINA
999359,0#2509-6,07:44:22,78436,30,7,41.916538,12.464322,55484,628,VOLPI/FARNESINA
999360,0#2509-6,07:44:50,70525,31,7,41.916727,12.463127,55484,628,VOLPI/FARNESINA
999361,0#2509-6,07:45:42,82254,32,7,41.919088,12.461657,55484,628,VOLPI/FARNESINA
999362,0#2509-6,07:47:40,72289,33,7,41.921223,12.45882,55484,628,VOLPI/FARNESINA
999363,0#2509-6,07:48:54,73967,34,7,41.924852,12.458722,55484,628,VOLPI/FARNESINA
999364,0#2509-6,07:49:44,72085,35,7,41.927337,12.458288,55484,628,VOLPI/FARNESINA
999365,0#2509-6,07:50:56,72087,36,7,41.93083,12.459165,55484,628,VOLPI/FARNESINA
999366,0#2509-6,07:51:40,70057,37,7,41.932692,12.460705,55484,628,VOLPI/FARNESINA
999367,0#2509-6,07:53:30,80849,38,7,41.93463,12.458642,55484,628,VOLPI/FARNESINA
999368,0#2509-6,07:56:00,82130,39,7,41.938265,12.458933,55484,628,VOLPI/FARNESINA
999369,0#2509-7,08:10:00,82130,1,8,41.938265,12.458933,63230,628,BARONIO
999370,0#2509-7,08:10:20,72017,2,8,41.937373,12.459225,63230,628,BARONIO
999371,0#2509-7,08:11:22,79352,3,8,41.935908,12.461655,63230,628,BARONIO
999372,0#2509-7,08:12:36,72867,4,8,41.933622,12.461208,63230,628,BARONIO
999373,0#2509-7,08:13:06,70953,5,8,41.932643,12.460052,63230,628,BARONIO
999374,0#2509-7,08:14:00,76840,6,8,41.930587,12.458715,63230,628,BARONIO
999375,0#2509-7,08:15:26,72097,7,8,41.926928,12.458215,63230,628,BARONIO
999376,0#2509-7,08:17:04,78139,8,8,41.923992,12.457813,63230,628,BARONIO
999377,0#2509-7,08:18:02,70530,9,8,41.923252,12.460767,63230,628,BARONIO
999378,0#2509-7,08:18:58,70531,10,8,41.921893,12.463348,63230,628,BARONIO
999379,0#2509-7,08:19:52,82298,11,8,41.921312,12.466377,63230,628,BARONIO
999380,0#2509-7,08:21:14,70533,12,8,41.920003,12.462868,63230,628,BARONIO
999381,0#2509-7,08:22:20,20265,13,8,41.918898,12.461548,63230,628,BARONIO
999382,0#2509-7,08:23:20,70535,14,8,41.916602,12.462932,63230,628,BARONIO
999383,0#2509-7,08:24:34,74454,15,8,41.916008,12.464547,63230,628,BARONIO
999384,0#2509-7,08:25:42,74455,16,8,41.91724,12.467923,63230,628,BARONIO
999385,0#2509-7,08:28:44,80781,17,8,41.914398,12.473768,63230,628,BARONIO
999386,0#2509-7,08:29:52,70852,18,8,41.911633,12.47493,63230,628,BARONIO
999387,0#2509-7,08:31:18,70357,19,8,41.90981,12.474352,63230,628,BARONIO
999388,0#2509-7,08:31:50,70358,20,8,41.908842,12.474267,63230,628,BARONIO
999389,0#2509-7,08:33:54,70262,21,8,41.904053,12.475233,63230,628,BARONIO
999390,0#2509-7,08:34:38,70263,22,8,41.902807,12.474048,63230,628,BARONIO
999391,0#2509-7,08:35:44,70474,23,8,41.901002,12.472227,63230,628,BARONIO
999392,0#2509-7,08:37:16,70266,24,8,41.898002,12.473928,63230,628,BARONIO
999393,0#2509-7,08:38:26,79790,25,8,41.896182,12.476007,63230,628,BARONIO
999394,0#2509-7,08:38:58,79711,26,8,41.895057,12.476352,63230,628,BARONIO
999395,0#2509-7,08:40:38,80610,27,8,41.894342,12.48117,63230,628,BARONIO
999396,0#2509-7,08:41:16,70540,28,8,41.893113,12.48116,63230,628,BARONIO
999397,0#2509-7,08:42:26,70543,29,8,41.890253,12.480707,63230,628,BARONIO
999398,0#2509-7,08:43:40,70545,30,8,41.887525,12.48159,63230,628,BARONIO
999399,0#2509-7,08:45:08,70547,31,8,41.884952,12.485345,63230,628,BARONIO
999400,0#2509-7,08:45:44,70549,32,8,41.884062,12.486917,63230,628,BARONIO
999401,0#2509-7,08:47:22,70554,33,8,41.882922,12.491128,63230,628,BARONIO
999402,0#2509-7,08:48:42,70574,34,8,41.880692,12.494615,63230,628,BARONIO
999403,0#2509-7,08:50:28,70555,35,8,41.882075,12.49852,63230,628,BARONIO
999404,0#2509-7,08:51:16,70558,36,8,41.880717,12.500398,63230,628,BARONIO
999405,0#2509-7,08:51:56,70559,37,8,41.879447,12.501943,63230,628,BARONIO
999406,0#2509-7,08:53:08,70561,38,8,41.87787,12.505455,63230,628,BARONIO
999407,0#2509-7,08:54:14,70562,39,8,41.876448,12.50872,63230,628,BARONIO
999408,0#2509-7,08:55:56,70583,40,8,41.873427,12.511855,63230,628,BARONIO
999409,0#2509-7,08:56:48,70584,41,8,41.871755,12.513253,63230,628,BARONIO
999410,0#2509-7,08:57:24,70585,42,8,41.872047,12.51484,63230,628,BARONIO
999411,0#2509-7,08:58:06,70586,43,8,41.87035,12.515877,63230,628,BARONIO
999412,0#2509-7,08:58:48,78881,44,8,41.868957,12.517138,63230,628,BARONIO
999413,0#2509-7,08:59:20,70587,45,8,41.869277,12.518527,63230,628,BARONIO
1000130,0#2510-3,06:00:22,78436,30,6,41.916538,12.464322,55484,628,VOLPI/FARNESINA
1000131,0#2510-3,06:00:50,70525,31,6,41.916727,12.463127,55484,628,VOLPI/FARNESINA
1000132,0#2510-3,06:01:42,82254,32,6,41.919088,12.461657,55484,628,VOLPI/FARNESINA
1000133,0#2510-3,06:03:40,72289,33,6,41.921223,12.45882,55484,628,VOLPI/FARNESINA
1000134,0#2510-3,06:04:54,73967,34,6,41.924852,12.458722,55484,628,VOLPI/FARNESINA
1000135,0#2510-3,06:05:44,72085,35,6,41.927337,12.458288,55484,628,VOLPI/FARNESINA
1000136,0#2510-3,06:06:56,72087,36,6,41.93083,12.459165,55484,628,VOLPI/FARNESINA
1000137,0#2510-3,06:07:40,70057,37,6,41.932692,12.460705,55484,628,VOLPI/FARNESINA
1000138,0#2510-3,06:09:30,80849,38,6,41.93463,12.458642,55484,628,VOLPI/FARNESINA
1000139,0#2510-3,06:12:00,82130,39,6,41.938265,12.458933,55484,628,VOLPI/FARNESINA
1000140,0#2510-4,06:15:00,82130,1,6,41.938265,12.458933,63230,628,BARONIO
1000141,0#2510-4,06:15:16,72017,2,6,41.937373,12.459225,63230,628,BARONIO
1000142,0#2510-4,06:16:08,79352,3,6,41.935908,12.461655,63230,628,BARONIO
1000143,0#2510-4,06:17:10,72867,4,6,41.933622,12.461208,63230,628,BARONIO
1000144,0#2510-4,06:17:36,70953,5,6,41.932643,12.460052,63230,628,BARONIO
1000145,0#2510-4,06:18:22,76840,6,6,41.930587,12.458715,63230,628,BARONIO
1000146,0#2510-4,06:19:36,72097,7,6,41.926928,12.458215,63230,628,BARONIO
1000147,0#2510-4,06:20:58,78139,8,6,41.923992,12.457813,63230,628,BARONIO
1000148,0#2510-4,06:21:46,70530,9,6,41.923252,12.460767,63230,628,BARONIO
1000149,0#2510-4,06:22:34,70531,10,6,41.921893,12.463348,63230,628,BARONIO
1000150,0#2510-4,06:23:20,82298,11,6,41.921312,12.466377,63230,628,BARONIO
1000151,0#2510-4,06:24:28,70533,12,6,41.920003,12.462868,63230,628,BARONIO
1000152,0#2510-4,06:25:24,20265,13,6,41.918898,12.461548,63230,628,BARONIO
1000153,0#2510-4,06:26:14,70535,14,6,41.916602,12.462932,63230,628,BARONIO
1000154,0#2510-4,06:27:16,74454,15,6,41.916008,12.464547,63230,628,BARONIO
1000155,0#2510-4,06:28:14,74455,16,6,41.91724,12.467923,63230,628,BARONIO
1000156,0#2510-4,06:30:48,80781,17,6,41.914398,12.473768,63230,628,BARONIO
1000157,0#2510-4,06:31:44,70852,18,6,41.911633,12.47493,63230,628,BARONIO
1000158,0#2510-4,06:32:58,70357,19,6,41.90981,12.474352,63230,628,BARONIO
1000159,0#2510-4,06:33:24,70358,20,6,41.908842,12.474267,63230,628,BARONIO
1000160,0#2510-4,06:35:08,70262,21,6,41.904053,12.475233,63230,628,BARONIO
1000161,0#2510-4,06:35:46,70263,22,6,41.902807,12.474048,63230,628,BARONIO
1000162,0#2510-4,06:36:40,70474,23,6,41.901002,12.472227,63230,628,BARONIO
1000163,0#2510-4,06:38:00,70266,24,6,41.898002,12.473928,63230,628,BARONIO
1000164,0#2510-4,06:38:58,79790,25,6,41.896182,12.476007,63230,628,BARONIO
1000165,0#2510-4,06:39:24,79711,26,6,41.895057,12.476352,63230,628,BARONIO
1000166,0#2510-4,06:40:48,80610,27,6,41.894342,12.48117,63230,628,BARONIO
1000167,0#2510-4,06:41:22,70540,28,6,41.893113,12.48116,63230,628,BARONIO
1000168,0#2510-4,06:42:22,70543,29,6,41.890253,12.480707,63230,628,BARONIO
1000169,0#2510-4,06:43:22,70545,30,6,41.887525,12.48159,63230,628,BARONIO
1000170,0#2510-4,06:44:38,70547,31,6,41.884952,12.485345,63230,628,BARONIO
1000171,0#2510-4,06:45:08,70549,32,6,41.884062,12.486917,63230,628,BARONIO
1000172,0#2510-4,06:46:30,70554,33,6,41.882922,12.491128,63230,628,BARONIO
1000173,0#2510-4,06:47:38,70574,34,6,41.880692,12.494615,63230,628,BARONIO
1000174,0#2510-4,06:49:06,70555,35,6,41.882075,12.49852,63230,628,BARONIO
