,counts,index_zmu,POP_TOT_ZMU,zmu,hr,nome_comun,quartiere,tripdistance_m,triptime_m,breaktime_m
0,1.31,1034,3052.0,1000865,10.0,Roma,Torre Angela,1650,4,61
1,3.3,1032,5158.0,1000863,9.0,Roma,Borghesiana,2605,7,65
2,1.87,313,1606.0,1001949,12.0,Roma,Primavalle,1566,6,75
3,11.41,481,4910.0,1002060,15.0,Roma,Prima Porta,5310,10,394
4,7.74,481,4910.0,1002060,14.0,Roma,Prima Porta,6492,15,684
5,10.18,481,4910.0,1002060,7.0,Roma,Prima Porta,4604,7,311
6,11.0,481,4910.0,1002060,16.0,Roma,Prima Porta,5668,11,324
7,3.16,33,4749.0,1002018,12.0,Roma,Prima Porta,5246,9,130
8,0.42,33,4749.0,1002018,21.0,Roma,Prima Porta,5550,7,304
9,32.64,684,1440.0,1000416,8.0,Roma,Castel Giubileo,9363,15,618
10,5.64,42,10644.0,1058018,8.0,Capena,,10153,13,855
11,35.51,456,535.0,1002035,8.0,Roma,Grottarossa,11589,14,420
12,6.72,481,4910.0,1002060,13.0,Roma,Prima Porta,12600,15,161
13,16.3,1170,184.0,1001128,12.0,Roma,Appio-Latino,11400,23,977
14,15.28,684,1440.0,1000416,17.0,Roma,Castel Giubileo,5272,14,1335
15,45.58,562,1119.0,1058080,5.0,Ponzano romano,,45313,28,2139
16,56.34,3,71.0,1000456,5.0,Roma,Marcigliana,21725,28,1539
17,3.72,776,1884.0,1000280,9.0,Roma,Trieste,4728,11,992
18,0.84,33,4749.0,1002018,20.0,Roma,Prima Porta,13600,18,37
19,37.23,757,188.0,1000219,20.0,Roma,Parioli,13385,23,204
20,7.06,808,3684.0,1000419,17.0,Roma,Casal Boccone,4196,10,208
21,5.47,486,3290.0,1002074,15.0,Roma,Tor di Quinto,6188,14,543
22,6.38,486,3290.0,1002074,16.0,Roma,Tor di Quinto,3604,8,153
23,3.37,33,4749.0,1002018,9.0,Roma,Prima Porta,8137,10,28
24,3.16,33,4749.0,1002018,7.0,Roma,Prima Porta,3826,7,237
25,1.43,932,2806.0,1000609,4.0,Roma,Prenestino-Labicano,26750,46,1426
26,9.55,1188,2094.0,1001211,4.0,Roma,Torrino,17235,30,1121
27,8.21,874,2314.0,1000504,11.0,Roma,Collatino,4857,9,223
28,2.05,134,2933.0,1000624,12.0,Roma,Collatino,8483,18,173
29,2.19,937,5018.0,1000634,13.0,Roma,Collatino,5045,21,398
30,5.16,137,1163.0,1000488,11.0,Roma,Monte Sacro,12133,17,53
31,3.91,93,31441.0,1058122,16.0,Fonte Nuova,,4902,13,286
32,1.04,579,4818.0,1058098,20.0,Sant'angelo roman,,13440,18,74
33,4.69,551,8523.0,1058064,10.0,Monte porzio cato,,4460,8,140
34,7.48,526,13770.0,1058039,15.0,FRASCATI,,6908,16,194
35,4.04,946,4211.0,1000867,13.0,Roma,Borghesiana,6682,16,77
36,6.1,526,13770.0,1058039,16.0,FRASCATI,,6190,14,151
37,5.3,526,13770.0,1058039,17.0,FRASCATI,,5597,12,297
38,2.83,331,13428.0,1001827,12.0,Roma,Casalotti,5434,12,186
39,6.53,1058,1684.0,1001202,19.0,Roma,Europa,6863,10,204
40,4.42,30,47754.0,1058072,10.0,Nettuno,,5509,9,240
41,0.77,872,5212.0,1000503,4.0,Roma,Collatino,7150,15,939
42,6.07,879,6256.0,1000511,12.0,Roma,Tor Cervara,8328,17,366
43,4.68,481,4910.0,1002060,12.0,Roma,Prima Porta,5921,9,750
44,5.91,462,677.0,1002045,16.0,Roma,Labaro,9425,12,18
45,4.43,462,677.0,1002045,14.0,Roma,Labaro,1233,3,27
46,5.19,1054,15597.0,1002022,16.0,Roma,Labaro,5895,13,158
47,3.21,1054,15597.0,1002022,12.0,Roma,Labaro,11020,17,342
48,106.38,757,188.0,1000219,12.0,Roma,Parioli,5935,9,117
49,5.85,125,2566.0,1000322,7.0,Roma,Tiburtino,2040,8,200
50,7.79,125,2566.0,1000322,8.0,Roma,Tiburtino,6725,15,332
51,1.31,109,6123.0,1002038,18.0,Roma,Isola Farnese,5075,7,72
52,3.76,109,6123.0,1002038,17.0,Roma,Isola Farnese,4917,9,466
53,29.15,865,1372.0,1000491,7.0,Roma,Casal Boccone,10802,16,754
54,10.03,1141,4089.0,1002037,8.0,Roma,La Giustiniana,4221,6,102
55,7.42,1123,5664.0,1001122,11.0,Roma,Ardeatino,4830,12,557
56,2.48,477,5636.0,1002058,18.0,Roma,La Storta,4900,8,69
57,67.91,1069,1016.0,1001020,8.0,Roma,Torrenova,10488,17,513
58,1.01,841,1985.0,1000564,5.0,Roma,Pietralata,5250,11,1076
59,9.07,841,1985.0,1000564,15.0,Roma,Pietralata,6688,13,181
60,19.48,780,770.0,1000303,14.0,Roma,Nomentano,4900,17,503
61,12.97,912,617.0,1000544,18.0,Roma,Pietralata,6775,14,89
62,6.25,849,2079.0,1000556,13.0,Roma,Pietralata,3884,11,208
63,5.93,878,2361.0,1001542,7.0,Roma,Portuense,4150,11,743
64,39.37,725,127.0,1000155,8.0,Roma,Trastevere,11300,38,242
65,2.11,1327,4735.0,1001610,11.0,Roma,Gianicolense,12250,17,208
66,7.02,22,87039.0,1058047,11.0,Guidonia montecel,,6789,11,242
67,11.12,749,6657.0,1001414,14.0,Fiumicino,,4181,9,102
68,9.46,749,6657.0,1001414,11.0,Fiumicino,,5315,9,150
69,12.92,749,6657.0,1001414,6.0,Fiumicino,,3406,7,332
70,247.06,1289,170.0,1001417,9.0,Fiumicino,,8614,11,286
71,305.88,1289,170.0,1001417,15.0,Fiumicino,,5084,10,127
72,170.59,1289,170.0,1001417,18.0,Fiumicino,,6617,10,340
73,5.02,321,6575.0,1001410,16.0,Fiumicino,,12272,17,264
74,8.64,602,39584.0,1058116,14.0,Ladispoli,,6107,10,177
75,6.11,602,39584.0,1058116,13.0,Ladispoli,,9014,12,267
76,4.04,80,4954.0,1058105,11.0,Tolfa,,20035,18,999
77,0.33,73,18174.0,1058097,22.0,Santa marinella,,10033,14,172
78,0.99,57,51690.0,1058032,20.0,Civitavecchia,,12921,13,399
79,0.41,57,51690.0,1058032,21.0,Civitavecchia,,11614,12,158
80,4.68,73,18174.0,1058097,16.0,Santa marinella,,8605,12,189
81,4.07,73,18174.0,1058097,6.0,Santa marinella,,11810,13,914
82,6.06,57,51690.0,1058032,15.0,Civitavecchia,,7730,11,422
83,5.78,57,51690.0,1058032,14.0,Civitavecchia,,8770,11,204
84,2.37,73,18174.0,1058097,12.0,Santa marinella,,9939,11,248
85,4.4,73,18174.0,1058097,7.0,Santa marinella,,11933,13,717
86,6.75,57,51690.0,1058032,16.0,Civitavecchia,,7687,10,301
87,7.5,74,15206.0,1058110,17.0,Valmontone,,8286,12,277
88,8.35,74,15206.0,1058110,8.0,Valmontone,,8826,13,904
89,7.04,74,15206.0,1058110,6.0,Valmontone,,6100,10,558
90,28.68,515,20924.0,1058034,14.0,Colleferro,,15744,17,525
91,6.31,74,15206.0,1058110,7.0,Valmontone,,6429,10,747
92,4.73,30,47754.0,1058072,14.0,Nettuno,,5834,10,527
93,1.09,94,5525.0,1002015,20.0,Roma,La Storta,13233,18,308
94,4.89,57,51690.0,1058032,7.0,Civitavecchia,,7934,10,810
95,13.43,434,2011.0,1002013,12.0,Roma,La Giustiniana,7151,12,182
96,7.59,571,11861.0,1058088,16.0,Rocca priora,,5882,11,121
97,4.3,571,11861.0,1058088,12.0,Rocca priora,,7323,12,265
98,1.01,47,39611.0,1058003,20.0,Albano laziale,,8152,12,142
99,7.67,571,11861.0,1058088,15.0,Rocca priora,,6925,13,220
100,0.91,59,23123.0,1058043,19.0,Genzano di roma,,7447,13,115
101,1.1,571,11861.0,1058088,20.0,Rocca priora,,20030,29,609
102,1.67,526,13770.0,1058039,19.0,FRASCATI,,11321,16,295
103,1.26,571,11861.0,1058088,19.0,Rocca priora,,4340,8,140
104,3.87,551,8523.0,1058064,9.0,Monte porzio cato,,8245,13,141
105,5.53,624,4883.0,1001031,13.0,Roma,Appio Claudio,4248,8,683
106,5.91,108,2537.0,1000930,17.0,Roma,Appio-Latino,13753,27,710
107,5.3,1059,3582.0,1001010,8.0,Roma,Appio Claudio,6857,15,1376
108,4.67,685,3211.0,1000946,15.0,Roma,Appio-Latino,6160,22,410
109,7.65,704,1962.0,1000117,18.0,Roma,Trastevere,10073,25,1411
110,1.41,1158,3535.0,1001118,22.0,Roma,Ardeatino,7960,21,29
111,1.2,1156,8332.0,1001114,22.0,Roma,Ardeatino,6400,15,278
112,4.76,1044,3991.0,1000947,9.0,Roma,Appio-Latino,3273,10,456
113,4.78,516,837.0,1000906,8.0,Roma,Tuscolano,10675,20,47
114,3.53,634,4813.0,1000925,8.0,Roma,Tuscolano,3988,13,389
115,22.54,430,710.0,1002012,12.0,Roma,Grottarossa,5956,12,489
116,24.78,865,1372.0,1000491,12.0,Roma,Casal Boccone,13602,18,235
117,24.9,515,20924.0,1058034,9.0,Colleferro,,14117,14,537
118,3.89,874,2314.0,1000504,7.0,Roma,Collatino,4133,9,196
119,6.09,72,8699.0,1058103,17.0,Subiaco,,5249,10,126
120,27.58,515,20924.0,1058034,13.0,Colleferro,,21566,20,590
121,22.13,515,20924.0,1058034,8.0,Colleferro,,13677,14,579
122,3.49,77,48715.0,1058117,17.0,Ardea,,12882,16,336
123,25.55,755,587.0,1000218,14.0,Roma,Parioli,6400,18,36
124,56.1,1069,1016.0,1001020,9.0,Roma,Torrenova,8321,12,472
125,5.98,72,8699.0,1058103,6.0,Subiaco,,3407,6,483
126,8.74,72,8699.0,1058103,16.0,Subiaco,,3672,9,166
127,10.23,72,8699.0,1058103,13.0,Subiaco,,6473,11,126
128,9.43,72,8699.0,1058103,11.0,Subiaco,,6457,9,271
129,2.63,392,6838.0,1001933,8.0,Roma,Primavalle,2372,9,188
130,5.98,182,9191.0,1000858,9.0,Roma,Lunghezza,4936,8,382
131,5.0,182,9191.0,1000858,12.0,Roma,Lunghezza,3491,7,122
132,7.7,526,13770.0,1058039,7.0,FRASCATI,,5435,11,592
133,4.79,182,9191.0,1000858,10.0,Roma,Lunghezza,4077,8,295
134,0.23,551,8523.0,1058064,2.0,Monte porzio cato,,1800,6,580
135,10.79,1244,4910.0,1001266,15.0,Roma,Torrino,6724,12,392
136,3.22,1025,3732.0,1000943,16.0,Roma,Tuscolano,6366,18,712
137,7.55,75,9139.0,1058102,12.0,Segni,,10985,16,253
138,2.32,1028,4736.0,1000855,10.0,Roma,Borghesiana,6472,12,59
139,11.39,76,54366.0,1058104,6.0,Tivoli,,6108,11,535
140,11.07,76,54366.0,1058104,14.0,Tivoli,,5846,11,282
141,5.44,667,4226.0,1058020,17.0,Carpineto romano,,5556,9,516
142,11.59,667,4226.0,1058020,10.0,Carpineto romano,,4395,7,187
143,9.47,667,4226.0,1058020,11.0,Carpineto romano,,3707,6,309
144,13.96,667,4226.0,1058020,7.0,Carpineto romano,,1711,5,885
145,4.73,667,4226.0,1058020,18.0,Carpineto romano,,7770,11,180
146,12.07,667,4226.0,1058020,6.0,Carpineto romano,,3484,7,685
147,9.47,667,4226.0,1058020,12.0,Carpineto romano,,4757,7,239
148,12.54,667,4226.0,1058020,13.0,Carpineto romano,,2922,6,152
149,17.27,667,4226.0,1058020,14.0,Carpineto romano,,3590,7,342
150,15.85,667,4226.0,1058020,8.0,Carpineto romano,,1664,4,248
151,9.7,667,4226.0,1058020,16.0,Carpineto romano,,4782,9,318
152,1.18,667,4226.0,1058020,4.0,Carpineto romano,,1020,5,2590
153,2.37,667,4226.0,1058020,5.0,Carpineto romano,,3530,8,438
154,13.72,667,4226.0,1058020,15.0,Carpineto romano,,3182,6,149
155,14.47,940,1590.0,1000646,15.0,Roma,Prenestino-Labicano,7200,20,416
156,0.72,353,2797.0,1001854,9.0,Roma,Castel di Guido,2250,4,1256
157,4.37,116,13503.0,1000826,13.0,Roma,Lunghezza,9210,15,373
158,4.22,1319,10200.0,1001504,15.0,Roma,Portuense,8367,18,262
159,2.75,1319,10200.0,1001504,17.0,Roma,Portuense,6503,15,230
160,39.27,1125,382.0,1001508,16.0,Roma,Portuense,3606,13,1235
161,3.63,1319,10200.0,1001504,16.0,Roma,Portuense,5748,17,173
162,18.52,432,162.0,1001624,18.0,Roma,Gianicolense,1466,6,43
163,10.38,588,5010.0,1058128,11.0,FRASCATI,,8292,14,374
164,4.48,82,52937.0,1058111,13.0,Velletri,,6020,10,169
165,9.86,76,54366.0,1058104,7.0,Tivoli,,4179,8,503
166,3.7,1325,6495.0,1001603,8.0,Roma,Gianicolense,2525,8,386
167,2.18,1060,4119.0,1001626,18.0,Roma,Gianicolense,6033,15,157
168,4.61,1060,4119.0,1001626,17.0,Roma,Gianicolense,5921,16,183
169,2.16,1319,10200.0,1001504,8.0,Roma,Portuense,5350,16,1341
170,3.75,1177,3200.0,1001143,13.0,Roma,Ostiense,4791,16,697
171,12.09,598,1572.0,1001638,8.0,Roma,Gianicolense,7463,14,465
172,2.91,1060,4119.0,1001626,11.0,Roma,Gianicolense,9391,17,142
173,4.99,440,1402.0,1000270,14.0,Roma,Trieste,9414,17,323
174,3.86,771,4401.0,1000266,5.0,Roma,Trieste,12823,39,748
175,2.82,1054,15597.0,1002022,7.0,Roma,Labaro,9086,14,650
176,22000.0,641,1.0,1002026,11.0,Roma,Della Vittoria,4740,10,242
177,3.92,773,1787.0,1000268,14.0,Roma,Trieste,11057,27,246
178,36.65,1125,382.0,1001508,17.0,Roma,Portuense,4614,12,183
179,12.83,10,15746.0,1058119,12.0,San cesareo,,8564,11,250
180,7.19,51,13762.0,1058011,14.0,Artena,,7963,13,216
181,6.18,74,15206.0,1058110,10.0,Valmontone,,7395,10,615
182,10.32,74,15206.0,1058110,16.0,Valmontone,,7035,12,360
183,8.43,51,13762.0,1058011,15.0,Artena,,10743,14,336
184,1.67,51,13762.0,1058011,20.0,Artena,,8134,11,498
185,1.51,74,15206.0,1058110,19.0,Valmontone,,5408,7,628
186,7.01,125,2566.0,1000322,11.0,Roma,Tiburtino,10616,19,213
187,9.96,253,1405.0,1000225,10.0,Roma,Parioli,3064,13,169
188,2.51,587,1196.0,1000190,17.0,Roma,Castro Pretorio,4400,16,317
189,6.22,717,1609.0,1000145,16.0,Roma,Castro Pretorio,10120,26,386
190,8.7,717,1609.0,1000145,7.0,Roma,Castro Pretorio,6285,21,369
191,17.24,787,754.0,1000324,7.0,Roma,Nomentano,5207,18,797
192,12.97,588,5010.0,1058128,8.0,FRASCATI,,10643,12,1355
193,5.37,487,14701.0,1001413,14.0,Fiumicino,,13296,16,587
194,9.13,515,20924.0,1058034,4.0,Colleferro,,24529,23,950
195,6.51,609,13521.0,1058131,16.0,GROTTAFERRATA,,5284,14,172
196,13.73,39,3422.0,1058129,15.0,FRASCATI,,6725,14,251
197,2.99,128,3011.0,1000561,12.0,Roma,Settecamini,7500,13,523
198,1.57,22,87039.0,1058047,3.0,Guidonia montecel,,10932,12,532
199,3.62,102,552.0,1000431,2.0,Roma,Tor San Giovanni,1750,1,0
200,10.1,56,37244.0,1058029,8.0,Cerveteri,,4940,8,240
201,7.78,181,61346.0,1058079,5.0,Pomezia,,10154,17,623
202,33.33,1329,150.0,1001632,11.0,Roma,Castel di Guido,7640,8,229
203,7.06,707,3117.0,1000119,9.0,Roma,San Saba,5100,15,325
204,4.71,94,5525.0,1002015,14.0,Roma,La Storta,10819,19,133
205,40.36,236,223.0,1001711,5.0,Roma,Della Vittoria,6222,21,929
206,2.92,1268,343.0,1001721,17.0,Roma,Della Vittoria,700,6,614
207,2.63,87,6082.0,1000824,16.0,Roma,Borghesiana,7362,13,214
208,7.05,329,4684.0,1001708,17.0,Roma,Della Vittoria,8766,16,80
209,9.96,174,502.0,1000184,17.0,Roma,Campo Marzio,10100,27,23
210,4.16,305,2643.0,1001816,19.0,Roma,Aurelio,4954,13,1045
211,3.19,817,4385.0,1001548,9.0,Roma,Gianicolense,4385,12,289
212,7.7,526,13770.0,1058039,11.0,FRASCATI,,4505,11,151
213,2.91,1209,6178.0,1001605,7.0,Roma,Gianicolense,2305,7,331
214,1.82,817,4385.0,1001548,7.0,Roma,Gianicolense,3987,13,719
215,1.11,830,5414.0,1000465,11.0,Roma,Monte Sacro Alto,4033,11,31
216,2.32,658,14208.0,1001355,12.0,Roma,Lido di Ostia Ponente,11306,18,932
217,8.52,292,1174.0,1001213,13.0,Roma,Torrino,6520,12,224
218,3.63,80,4954.0,1058105,14.0,Tolfa,,18400,20,327
219,3.93,353,2797.0,1001854,16.0,Roma,Castel di Guido,6990,12,199
220,2.02,408,4954.0,1001942,10.0,Roma,Casalotti,2880,5,161
221,3.65,331,13428.0,1001827,10.0,Roma,Casalotti,4204,9,131
222,3.75,537,1598.0,1000282,6.0,Roma,Trieste,2700,13,387
223,14.47,733,1451.0,1000208,16.0,Roma,Flaminio,8733,24,289
224,7.04,1078,994.0,1000275,12.0,Roma,Trieste,9571,20,104
225,6.1,251,5080.0,1000428,7.0,Roma,Marcigliana,12641,15,1248
226,4.94,553,40898.0,1058065,11.0,Monterotondo,,6220,11,228
227,0.39,524,15424.0,1058036,22.0,Fiano romano,,21433,24,1518
228,8.61,25,2091.0,1001631,6.0,Roma,Castel di Guido,11988,17,311
229,3.82,98,2880.0,1000252,6.0,Roma,Trieste,3218,12,918
230,4.32,771,4401.0,1000266,6.0,Roma,Trieste,11542,23,1419
231,4.75,794,3580.0,1000337,8.0,Roma,Nomentano,4841,13,947
232,8.96,58,6248.0,1058040,14.0,Gallicano nel laz,,20000,19,2268
233,7.17,530,5716.0,1058042,12.0,Genazzano,,6226,10,193
234,5.7,508,10693.0,1058026,14.0,Cave,,7185,12,359
235,19.7,1225,203.0,1001232,8.0,Roma,Vallerano,11825,12,1931
236,3.04,318,4270.0,1001813,7.0,Roma,Casalotti,4761,12,714
237,105.26,630,475.0,1001905,5.0,Roma,Trionfale,10006,27,996
238,19.26,1273,675.0,1001318,6.0,Roma,Lido di Ostia Levante,2323,7,652
239,4.63,1224,8636.0,1001231,12.0,Roma,Castel di Leva,11535,21,265
240,12.2,287,1230.0,1001411,9.0,Fiumicino,,9126,12,1580
241,1.97,744,13185.0,1001415,12.0,Fiumicino,,12411,17,823
242,11.92,402,1594.0,1002050,9.0,Roma,Tor di Quinto,3878,11,274
243,14.43,402,1594.0,1002050,8.0,Roma,Tor di Quinto,5260,11,259
244,5.14,444,3890.0,1002028,9.0,Roma,Tor di Quinto,8080,12,937
245,8.74,444,3890.0,1002028,10.0,Roma,Tor di Quinto,4647,10,107
246,150.0,34,80.0,1002009,7.0,Roma,Tomba di Nerone,4350,10,325
247,21.36,18,2669.0,1001418,7.0,Fiumicino,,23426,23,1194
248,11.24,18,2669.0,1001418,20.0,Fiumicino,,25583,21,1131
249,3.83,1176,2608.0,1001138,11.0,Roma,Ardeatino,2660,7,685
250,6.01,416,9655.0,1002003,18.0,Roma,Della Vittoria,5629,11,186
251,2.66,221,6398.0,1000603,10.0,Roma,Prenestino-Labicano,2582,10,847
252,18.5,69,21995.0,1058074,16.0,Palestrina,,4049,9,254
253,5.67,1224,8636.0,1001231,8.0,Roma,Castel di Leva,5493,9,339
254,4.63,1224,8636.0,1001231,6.0,Roma,Castel di Leva,5357,13,436
255,3.49,167,3438.0,1000422,14.0,Roma,Monte Sacro,7241,19,263
256,6.63,1200,1207.0,1000276,9.0,Roma,Trieste,8125,15,23
257,4.06,520,5171.0,1058063,7.0,Montelibretti,,13795,14,473
258,16.97,743,943.0,1000233,9.0,Roma,Trieste,2862,7,189
259,5.51,251,5080.0,1000428,8.0,Roma,Marcigliana,9425,11,1677
260,4.24,268,3536.0,1001803,7.0,Roma,Aurelio,6573,20,1157
261,3.73,333,3221.0,1001830,8.0,Roma,Aurelio,3183,11,257
262,8.75,1268,343.0,1001721,9.0,Roma,Della Vittoria,4700,14,852
263,3.11,310,2894.0,1002076,7.0,Roma,Tomba di Nerone,3600,9,916
264,4.81,503,2703.0,1000480,14.0,Roma,Monte Sacro Alto,8815,18,109
265,11.66,743,943.0,1000233,10.0,Roma,Trieste,509,2,25
266,4.27,8,3978.0,1002040,9.0,Roma,Prima Porta,4035,6,102
267,4.63,33,4749.0,1002018,10.0,Roma,Prima Porta,7140,11,82
268,35.21,984,568.0,1000807,6.0,Roma,Torrenova,10980,20,1226
269,11.96,426,1338.0,1002006,12.0,Roma,Della Vittoria,4800,11,64
270,6.29,469,1748.0,1002073,18.0,Roma,Tor di Quinto,2781,7,631
271,2.23,399,8087.0,1001935,5.0,Roma,Ottavia,5794,10,647
272,3.8,62,21594.0,1058057,15.0,MARINO,,6212,12,149
273,3.49,659,2004.0,1000484,14.0,Roma,Monte Sacro,7114,20,97
274,4.59,55,8281.0,1058024,10.0,Castelnuovo di po,,8339,12,148
275,3.62,55,8281.0,1058024,12.0,Castelnuovo di po,,7556,11,242
276,5.7,808,3684.0,1000419,16.0,Roma,Casal Boccone,4214,10,55
277,2.24,2,4901.0,1001941,13.0,Roma,La Storta,9772,13,76
278,6.5,251,5080.0,1000428,17.0,Roma,Marcigliana,12633,20,226
279,39.22,101,102.0,1000457,8.0,Roma,Marcigliana,16150,16,9
280,1.22,2,4901.0,1001941,8.0,Roma,La Storta,17016,18,25
281,7.77,22,87039.0,1058047,6.0,Guidonia montecel,,7999,14,538
282,7.23,22,87039.0,1058047,8.0,Guidonia montecel,,5536,9,410
283,0.3,1198,6638.0,1001217,2.0,Roma,Fonte Ostiense,46950,38,348
284,0.22,76,54366.0,1058104,1.0,Tivoli,,19650,19,493
285,7.5,70,3734.0,1058112,14.0,Vicovaro,,16935,19,223
286,3.08,573,1299.0,1058092,15.0,Roviano,,29900,25,106
287,3.4,123,2353.0,1001946,11.0,Roma,Della Vittoria,4125,14,155
288,578.95,1086,19.0,1001033,17.0,Roma,Torre Maura,7009,13,335
289,4.42,215,1808.0,1000933,7.0,Roma,Appio-Latino,5700,20,122
290,6.18,686,3073.0,1000914,16.0,Roma,Appio-Latino,6800,19,152
291,4.24,681,4250.0,1000402,13.0,Roma,Monte Sacro,11205,17,383
292,12.33,52,18890.0,1058013,6.0,Bracciano,,3977,8,523
293,10.75,52,18890.0,1058013,11.0,Bracciano,,5500,8,242
294,9.21,52,18890.0,1058013,12.0,Bracciano,,5096,8,365
295,8.32,305,2643.0,1001816,17.0,Roma,Aurelio,4654,13,372
296,11.16,1218,8694.0,1001226,10.0,Roma,Mezzocammino,6084,9,244
297,1.64,538,5503.0,1000127,17.0,Roma,Esquilino,4033,16,666
298,1.7,1013,8836.0,1000836,12.0,Roma,Torre Angela,8346,16,405
299,12.82,1182,3821.0,1001204,13.0,Roma,Europa,11955,22,261
300,11.71,1202,6831.0,1001219,9.0,Roma,Giuliano-Dalmata,6005,9,392
301,1333.33,1070,3.0,1001208,19.0,Roma,Europa,5175,10,175
302,8.51,475,3174.0,1002070,6.0,Roma,Tor di Quinto,7022,18,530
303,14.18,475,3174.0,1002070,8.0,Roma,Tor di Quinto,6746,12,813
304,6.4,329,4684.0,1001708,8.0,Roma,Della Vittoria,4746,13,830
305,5.58,541,2150.0,1001713,9.0,Roma,Trionfale,7075,14,761
306,16.28,240,2457.0,1001716,9.0,Roma,Prati,5980,17,330
307,2.5,1049,4794.0,1001736,11.0,Roma,Trionfale,8466,20,165
308,4.92,305,2643.0,1001816,13.0,Roma,Aurelio,6130,14,57
309,6.78,1185,4423.0,1001209,16.0,Roma,Giuliano-Dalmata,4763,13,243
310,5.54,670,1625.0,1000231,15.0,Roma,Trieste,4100,11,53
311,5.1,1060,4119.0,1001626,13.0,Roma,Gianicolense,9471,18,225
312,2.55,1319,10200.0,1001504,18.0,Roma,Portuense,4423,10,111
313,3.13,1224,8636.0,1001231,18.0,Roma,Castel di Leva,6340,12,337
314,2.85,225,3864.0,1001604,8.0,Roma,Gianicolense,2790,8,183
315,13.92,350,790.0,1001848,6.0,Roma,Aurelio,13618,33,574
316,12.84,140,1480.0,1001261,9.0,Roma,Torrino,5863,9,284
317,6.42,1281,2181.0,1001328,15.0,Roma,Acilia Sud,3885,10,362
318,3.96,1101,8582.0,1001503,14.0,Roma,Portuense,6829,19,275
319,7.48,1183,2138.0,1001338,17.0,Roma,Lido di Ostia Levante,2300,7,102
320,6.91,1279,5645.0,1001325,11.0,Roma,Acilia Nord,3835,7,312
321,4.08,1254,6125.0,1001303,11.0,Roma,Acilia Nord,7548,13,79
322,5.12,1215,1759.0,1001818,16.0,Roma,Aurelio,5666,26,378
323,3.22,337,2799.0,1001835,13.0,Roma,Aurelio,2422,10,552
324,5.65,746,3363.0,1000206,8.0,Roma,Flaminio,6373,16,435
325,193.55,791,31.0,1000313,18.0,Roma,Tiburtino,4050,10,1296
326,11.15,976,1614.0,1001709,9.0,Roma,Della Vittoria,4455,16,401
327,9.46,305,2643.0,1001816,10.0,Roma,Aurelio,4212,10,136
328,1.89,305,2643.0,1001816,11.0,Roma,Aurelio,10720,21,171
329,4.17,1049,4794.0,1001736,14.0,Roma,Trionfale,3970,12,877
330,1500.0,385,10.0,1001928,14.0,Roma,Trionfale,8400,16,1266
331,7.57,305,2643.0,1001816,15.0,Roma,Aurelio,5070,16,153
332,1.51,305,2643.0,1001816,22.0,Roma,Aurelio,11350,12,110
333,15.38,230,2211.0,1001210,14.0,Roma,Giuliano-Dalmata,3779,11,247
334,62.89,1167,636.0,1001203,11.0,Roma,Europa,10002,14,253
335,13.41,1164,5966.0,1001119,6.0,Roma,Ardeatino,7115,19,785
336,7.25,55,8281.0,1058024,11.0,Castelnuovo di po,,6541,10,397
337,129.55,1129,247.0,1001524,9.0,Roma,Ponte Galeria,20875,22,603
338,149.8,1129,247.0,1001524,12.0,Roma,Ponte Galeria,24629,26,507
339,2.28,579,4818.0,1058098,4.0,Sant'angelo roman,,8690,12,723
340,23.7,515,20924.0,1058034,7.0,Colleferro,,14058,14,528
341,18.64,1255,1234.0,1001703,13.0,Roma,Prati,5982,16,292
342,4.1,1248,1950.0,1001270,11.0,Roma,Castel di Leva,9350,12,44
343,19.89,787,754.0,1000324,10.0,Roma,Nomentano,6393,16,309
344,19.35,899,1085.0,1000530,10.0,Roma,Settecamini,7004,10,511
345,6.24,953,7049.0,1000713,9.0,Roma,Tor Sapienza,6279,10,233
346,16.45,10,15746.0,1058119,15.0,San cesareo,,6094,12,216
347,16.77,10,15746.0,1058119,13.0,San cesareo,,5725,10,187
348,4.26,477,5636.0,1002058,16.0,Roma,La Storta,6712,16,472
349,3.23,37,1548.0,1001955,13.0,Roma,La Storta,13780,24,165
350,4.52,37,1548.0,1001955,10.0,Roma,La Storta,10014,14,147
351,5.68,477,5636.0,1002058,7.0,Roma,La Storta,4187,8,1198
352,10.56,166,1136.0,1001737,12.0,Roma,Della Vittoria,4291,16,189
353,1.0,1153,8993.0,1001109,21.0,Roma,Ostiense,3277,9,308
354,5.08,999,6101.0,1000819,6.0,Roma,Torre Gaia,7890,13,922
355,2.15,997,11611.0,1000817,6.0,Roma,Torre Angela,6336,13,270
356,6.38,995,5958.0,1000814,6.0,Roma,Torre Gaia,3918,10,520
357,2.04,1013,8836.0,1000836,6.0,Roma,Torre Angela,1811,6,792
358,9.38,588,5010.0,1058128,4.0,FRASCATI,,9210,12,1214
359,7.07,608,2546.0,1058124,14.0,Ciampino,,5555,13,259
360,5.81,526,13770.0,1058039,12.0,FRASCATI,,9543,15,482
361,3.07,505,12378.0,1058127,13.0,Ciampino,,9889,18,536
362,101.05,630,475.0,1001905,6.0,Roma,Trionfale,12558,26,952
363,3.96,505,12378.0,1058127,15.0,Ciampino,,5587,15,286
364,2.46,283,2030.0,1000939,11.0,Roma,Tuscolano,3020,10,211
365,3.0,122,4995.0,1000942,6.0,Roma,Appio-Latino,4013,13,206
